"sale_amount","sale_date","property_status","address","multi_lot_sale","land_area","suburb"
2050000,"2009-10-09","Empty block","7 BUNGALOW CT, PEPPERMINT GROVE","N",446,"PEPPERMINT GROVE"
7750000,"2018-10-26","House","51 JOHNSTON ST, PEPPERMINT GROVE","N",2347,"PEPPERMINT GROVE"
4900000,"2017-07-20","House","45 A VIEW ST, PEPPERMINT GROVE","N",1819,"PEPPERMINT GROVE"
7700000,"2016-01-18","House","45 VIEW ST, PEPPERMINT GROVE","N",1649,"PEPPERMINT GROVE"
475000,"1996-07-17","Empty block","49 A JOHNSTON ST, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
4250000,"2021-04-07","Empty block","10 BAY VIEW TCE, PEPPERMINT GROVE","N",926,"PEPPERMINT GROVE"
4200000,"2014-11-28","Empty block","8 BAY VIEW TCE, PEPPERMINT GROVE","N",1100,"PEPPERMINT GROVE"
4440000,"2022-07-27","Empty block","12 BAY VIEW TCE, PEPPERMINT GROVE","N",926,"PEPPERMINT GROVE"
7750000,"2022-08-26","House","53 JOHNSTON ST, PEPPERMINT GROVE","N",1738,"PEPPERMINT GROVE"
4500000,"2014-01-29","House","14 BAY VIEW TCE, PEPPERMINT GROVE","N",718,"PEPPERMINT GROVE"
2100000,"2012-12-01","Empty block","16 BAY VIEW TCE, PEPPERMINT GROVE","N",700,"PEPPERMINT GROVE"
4920000,"2019-10-15","House","58 VIEW ST, PEPPERMINT GROVE","N",1115,"PEPPERMINT GROVE"
3050000,"2017-06-27","House","60 VIEW ST, PEPPERMINT GROVE","N",1198.881,"PEPPERMINT GROVE"
1700000,"2014-08-22","House","47 JOHNSTON ST, PEPPERMINT GROVE","N",718.317,"PEPPERMINT GROVE"
4500000,"2016-11-02","House","56 VIEW ST, PEPPERMINT GROVE","N",1459.398,"PEPPERMINT GROVE"
1900000,"2005-09-02","House","48 JOHNSTON ST, PEPPERMINT GROVE","N",1262,"PEPPERMINT GROVE"
4650000,"2014-04-02","House","46 JOHNSTON ST, PEPPERMINT GROVE","N",1337.416,"PEPPERMINT GROVE"
4000000,"2023-04-06","House","44 JOHNSTON ST, PEPPERMINT GROVE","N",1265,"PEPPERMINT GROVE"
1820000,"2021-04-19","House","2 A PALMERSTON ST, PEPPERMINT GROVE","N",739,"PEPPERMINT GROVE"
2100000,"2020-10-06","House","42 JOHNSTON ST, PEPPERMINT GROVE","N",741,"PEPPERMINT GROVE"
250000,"1993-02-09","House","40 JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
2550000,"2006-03-15","House","38 A JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
2725000,"2021-04-21","House","38 JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
2900000,"2015-03-03","House","43 JOHNSTON ST, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
2350000,"2020-11-10","House","41 R JOHNSTON ST, PEPPERMINT GROVE","N",909,"PEPPERMINT GROVE"
5800000,"2012-11-23","House","54 VIEW ST, PEPPERMINT GROVE","N",2024,"PEPPERMINT GROVE"
3465000,"2007-05-21","House","50 VIEW ST, PEPPERMINT GROVE","N",1459.398,"PEPPERMINT GROVE"
4410000,"2018-10-18","House","48 A VIEW ST, PEPPERMINT GROVE","N",1348,"PEPPERMINT GROVE"
1076160,"2021-07-13","House","32 KEANE ST, PEPPERMINT GROVE","N",1583.333,"PEPPERMINT GROVE"
5542500,"2022-05-03","House","34 KEANE ST, PEPPERMINT GROVE","N",1816.027,"PEPPERMINT GROVE"
6875000,"2018-07-13","House","28 A KEANE ST, PEPPERMINT GROVE","N",2010.782,"PEPPERMINT GROVE"
4420000,"2014-05-14","House","28 KEANE ST, PEPPERMINT GROVE","N",1816.027,"PEPPERMINT GROVE"
2550000,"2016-04-16","House","31 KEANE ST, PEPPERMINT GROVE","N",760,"PEPPERMINT GROVE"
2450000,"2021-02-27","House","31 A KEANE ST, PEPPERMINT GROVE","N",974,"PEPPERMINT GROVE"
2600000,"2022-06-11","House","33 KEANE ST, PEPPERMINT GROVE","N",756,"PEPPERMINT GROVE"
2250000,"2013-12-24","House","33 R KEANE ST, PEPPERMINT GROVE","N",979,"PEPPERMINT GROVE"
890000,"1990-08-03","House","29 KEANE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
1600000,"1999-07-31","House","35 KEANE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
3850000,"2016-04-11","House","35 VIEW ST, PEPPERMINT GROVE","N",1533,"PEPPERMINT GROVE"
1450000,"2004-05-22","House","37 KEANE ST, PEPPERMINT GROVE","N",754,"PEPPERMINT GROVE"
650000,"1996-03-31","Empty block","36 KEANE ST, PEPPERMINT GROVE","N",697,"PEPPERMINT GROVE"
6000000,"2008-07-05","House","37 VIEW ST, PEPPERMINT GROVE","N",877,"PEPPERMINT GROVE"
9250000,"2019-11-20","House","47 KEANE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
4200000,"2017-06-21","House","43 KEANE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
11350000,"2023-01-13","House","41 KEANE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
4700000,"2011-09-20","Empty block","39 KEANE ST, PEPPERMINT GROVE","N",1818,"PEPPERMINT GROVE"
1550000,"2004-05-16","House","37 B KEANE ST, PEPPERMINT GROVE","N",756,"PEPPERMINT GROVE"
400000,"1990-07-03","House","52 IRVINE ST, PEPPERMINT GROVE","N",1656,"PEPPERMINT GROVE"
7850000,"2008-06-27","House","29 VIEW ST, PEPPERMINT GROVE","N",1657,"PEPPERMINT GROVE"
3935000,"2004-08-19","House","42 VIEW ST, PEPPERMINT GROVE","N",1459.398,"PEPPERMINT GROVE"
7700000,"2006-07-05","House","32 IRVINE ST, PEPPERMINT GROVE","N",1959,"PEPPERMINT GROVE"
6800000,"2010-04-09","House","30 IRVINE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
3850000,"2007-08-23","House","26 R IRVINE ST, PEPPERMINT GROVE","N",994,"PEPPERMINT GROVE"
1300000,"2002-09-18","House","26 IRVINE ST, PEPPERMINT GROVE","N",740,"PEPPERMINT GROVE"
8000000,"2008-09-08","House","28 IRVINE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
3600000,"2015-05-20","House","22 IRVINE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
4000000,"2018-04-06","House","24 IRVINE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
2000000,"2015-06-13","House","20 A IRVINE ST, PEPPERMINT GROVE","N",809,"PEPPERMINT GROVE"
350000,"1998-12-14","House","1 VENN ST, PEPPERMINT GROVE","N",921,"PEPPERMINT GROVE"
470000,"1995-08-18","House","1 A VENN ST, PEPPERMINT GROVE","N",860,"PEPPERMINT GROVE"
1905000,"2020-08-23","House","3 VENN ST, PEPPERMINT GROVE","N",921,"PEPPERMINT GROVE"
2100000,"2018-09-19","House","5 VENN ST, PEPPERMINT GROVE","N",921,"PEPPERMINT GROVE"
1900000,"2019-02-04","House","19 A KEANE ST, PEPPERMINT GROVE","N",918,"PEPPERMINT GROVE"
5300000,"2010-05-05","House","17 A KEANE ST, PEPPERMINT GROVE","N",1004,"PEPPERMINT GROVE"
1500000,"2003-08-07","House","27 KEANE ST, PEPPERMINT GROVE","N",1006,"PEPPERMINT GROVE"
2300000,"2005-10-15","House","25 KEANE ST, PEPPERMINT GROVE","N",740,"PEPPERMINT GROVE"
2700000,"2021-05-24","House","22 R KEANE ST, PEPPERMINT GROVE","N",920,"PEPPERMINT GROVE"
3125000,"2022-04-20","House","24 KEANE ST, PEPPERMINT GROVE","N",1816.027,"PEPPERMINT GROVE"
1026000,"2001-07-08","House","22 KEANE ST, PEPPERMINT GROVE","N",812,"PEPPERMINT GROVE"
900000,"2001-09-16","House","18 A KEANE ST, PEPPERMINT GROVE","N",728,"PEPPERMINT GROVE"
4200000,"2018-10-05","House","17 KEANE ST, PEPPERMINT GROVE","N",1664,"PEPPERMINT GROVE"
510000,"1988-09-11","House","19 KEANE ST, PEPPERMINT GROVE","N",814.43,"PEPPERMINT GROVE"
2080000,"2016-10-26","House","2 CROSSLAND CT, PEPPERMINT GROVE","N",837.193,"PEPPERMINT GROVE"
3920000,"2013-05-12","House","9 KEANE ST, PEPPERMINT GROVE","N",1735,"PEPPERMINT GROVE"
1575000,"2000-11-11","House","11 KEANE ST, PEPPERMINT GROVE","N",1735,"PEPPERMINT GROVE"
1530000,"2004-07-18","House","13 KEANE ST, PEPPERMINT GROVE","N",983.892,"PEPPERMINT GROVE"
1900000,"2006-03-01","House","15 KEANE ST, PEPPERMINT GROVE","N",986,"PEPPERMINT GROVE"
3520000,"2022-01-21","House","8 VENN ST, PEPPERMINT GROVE","N",749,"PEPPERMINT GROVE"
1400000,"2000-03-31","House","10 VENN ST, PEPPERMINT GROVE","N",968,"PEPPERMINT GROVE"
3450000,"2017-06-23","House","16 KEANE ST, PEPPERMINT GROVE","N",974,"PEPPERMINT GROVE"
2465000,"2020-10-08","House","12 VENN ST, PEPPERMINT GROVE","N",702,"PEPPERMINT GROVE"
3300000,"2022-01-31","House","1 COLUMBA PL, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
2800000,"2008-04-03","House","3 COLUMBA PL, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
2300000,"2021-04-11","House","12 KEANE ST, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
2100000,"2015-03-09","House","5 COLUMBA PL, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
4100000,"2022-10-15","House","10 KEANE ST, PEPPERMINT GROVE","N",1247,"PEPPERMINT GROVE"
860000,"2000-02-14","House","7 COLUMBA PL, PEPPERMINT GROVE","N",804,"PEPPERMINT GROVE"
1750000,"2008-11-09","House","12 CROSSLAND CT, PEPPERMINT GROVE","N",800,"PEPPERMINT GROVE"
735000,"1996-08-06","House","3 KEANE ST, PEPPERMINT GROVE","N",781,"PEPPERMINT GROVE"
670000,"2001-01-05","House","5 KEANE ST, PEPPERMINT GROVE","N",936,"PEPPERMINT GROVE"
650000,"2000-03-09","House","7 A KEANE ST, PEPPERMINT GROVE","N",885,"PEPPERMINT GROVE"
660000,"1998-11-19","House","7 KEANE ST, PEPPERMINT GROVE","N",750,"PEPPERMINT GROVE"
1875000,"2017-02-24","House","7 B KEANE ST, PEPPERMINT GROVE","N",1090,"PEPPERMINT GROVE"
2380000,"2020-04-13","House","7 C KEANE ST, PEPPERMINT GROVE","N",745,"PEPPERMINT GROVE"
1200000,"2022-01-07","House","4 VENN ST, PEPPERMINT GROVE","N",792,"PEPPERMINT GROVE"
720000,"2005-05-12","House","1 MONUMENT ST, PEPPERMINT GROVE","N",776.491,"PEPPERMINT GROVE"
1980000,"2007-12-16","House","12 JOHNSTON ST, PEPPERMINT GROVE","N",751.198,"PEPPERMINT GROVE"
650000,"1996-06-28","House","4 HARVEY ST, PEPPERMINT GROVE","N",751.198,"PEPPERMINT GROVE"
2000000,"2012-10-02","House","6 HARVEY ST, PEPPERMINT GROVE","N",751.198,"PEPPERMINT GROVE"
2200000,"2018-01-06","House","2 HARVEY ST, PEPPERMINT GROVE","N",751.198,"PEPPERMINT GROVE"
1600000,"2020-09-10","House","1 HARVEY ST, PEPPERMINT GROVE","N",465.388,"PEPPERMINT GROVE"
1600000,"2013-12-14","House","3 HARVEY ST, PEPPERMINT GROVE","N",465.388,"PEPPERMINT GROVE"
1150000,"2004-11-14","House","14 JOHNSTON ST, PEPPERMINT GROVE","N",472.976,"PEPPERMINT GROVE"
855000,"2003-10-13","House","24 JOHNSTON ST, PEPPERMINT GROVE","N",758.786,"PEPPERMINT GROVE"
2750000,"2015-12-11","House","20 JOHNSTON ST, PEPPERMINT GROVE","N",472.976,"PEPPERMINT GROVE"
2175000,"2007-05-16","House","18 JOHNSTON ST, PEPPERMINT GROVE","N",472.976,"PEPPERMINT GROVE"
520000,"1999-11-03","House","16 JOHNSTON ST, PEPPERMINT GROVE","N",472.976,"PEPPERMINT GROVE"
665000,"1993-03-19","House","14 VENN ST, PEPPERMINT GROVE","N",911,"PEPPERMINT GROVE"
740000,"2001-04-26","Empty block","2 COLUMBA PL, PEPPERMINT GROVE","N",800,"PEPPERMINT GROVE"
4150000,"2014-03-08","House","16 VENN ST, PEPPERMINT GROVE","N",893,"PEPPERMINT GROVE"
2100000,"2018-02-20","House","19 JOHNSTON ST, PEPPERMINT GROVE","N",1044,"PEPPERMINT GROVE"
4500000,"2021-10-13","House","21 JOHNSTON ST, PEPPERMINT GROVE","N",1025,"PEPPERMINT GROVE"
1965000,"2018-03-24","House","6 COLUMBA PL, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
2800000,"2020-10-23","House","17 JOHNSTON ST, PEPPERMINT GROVE","N",1008,"PEPPERMINT GROVE"
2150000,"2012-05-05","House","4 COLUMBA PL, PEPPERMINT GROVE","N",745,"PEPPERMINT GROVE"
2410000,"2022-11-14","House","15 JOHNSTON ST, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
3150000,"2023-01-04","House","8 COLUMBA PL, PEPPERMINT GROVE","N",1009,"PEPPERMINT GROVE"
2525000,"2022-10-27","House","10 COLUMBA PL, PEPPERMINT GROVE","N",704,"PEPPERMINT GROVE"
640000,"1998-01-12","House","12 A VENN ST, PEPPERMINT GROVE","N",725,"PEPPERMINT GROVE"
3200000,"2023-08-23","House","17 VENN ST, PEPPERMINT GROVE","N",941,"PEPPERMINT GROVE"
4410000,"2021-10-10","House","21 VENN ST, PEPPERMINT GROVE","N",1012,"PEPPERMINT GROVE"
5245000,"2011-09-27","House","29 JOHNSTON ST, PEPPERMINT GROVE","N",1821.085,"PEPPERMINT GROVE"
390000,"1990-10-13","House","27 JOHNSTON ST, PEPPERMINT GROVE","N",1009,"PEPPERMINT GROVE"
5200000,"2007-04-03","House","31 JOHNSTON ST, PEPPERMINT GROVE","N",1823.615,"PEPPERMINT GROVE"
3700000,"2006-11-07","House","33 JOHNSTON ST, PEPPERMINT GROVE","N",1821.085,"PEPPERMINT GROVE"
575000,"1993-04-04","House","15 VENN ST, PEPPERMINT GROVE","N",728,"PEPPERMINT GROVE"
4150000,"2023-03-21","House","13 VENN ST, PEPPERMINT GROVE","N",728,"PEPPERMINT GROVE"
1600000,"1999-12-04","House","20 KEANE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
2170000,"2007-05-29","House","35 A JOHNSTON ST, PEPPERMINT GROVE","N",894,"PEPPERMINT GROVE"
1080000,"2003-02-03","House","35 JOHNSTON ST, PEPPERMINT GROVE","N",930.777,"PEPPERMINT GROVE"
3200000,"2010-02-21","House","37 A JOHNSTON ST, PEPPERMINT GROVE","N",892.838,"PEPPERMINT GROVE"
2450000,"2021-01-21","House","39 R JOHNSTON ST, PEPPERMINT GROVE","N",921,"PEPPERMINT GROVE"
1250000,"2007-03-26","House","39 JOHNSTON ST, PEPPERMINT GROVE","N",746,"PEPPERMINT GROVE"
1600000,"2013-03-28","Empty block","30 B JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
480000,"1999-06-25","House","28 JOHNSTON ST, PEPPERMINT GROVE","N",513.445,"PEPPERMINT GROVE"
1950000,"2021-05-28","House","26 JOHNSTON ST, PEPPERMINT GROVE","N",513.445,"PEPPERMINT GROVE"
1800000,"2023-08-16","House","24 B JOHNSTON ST, PEPPERMINT GROVE","N",467.918,"PEPPERMINT GROVE"
500000,"1996-11-17","House","24 A JOHNSTON ST, PEPPERMINT GROVE","N",470.447,"PEPPERMINT GROVE"
2200000,"2021-11-12","Empty block","32 JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
2165000,"2022-10-31","House","32 A JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
620000,"2000-07-16","House","34 JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
2500000,"2022-01-14","House","34 A JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
670000,"2005-10-16","Empty block","36 JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
4000000,"2022-11-30","Empty block","60 A BROOME ST, COTTESLOE","N",472,"COTTESLOE"
4000000,"2022-12-06","Empty block","60 B BROOME ST, COTTESLOE","N",472,"COTTESLOE"
12500,"2016-10-24","Empty block","L85 AVONMORE TCE, COTTESLOE","N",162,"COTTESLOE"
50,"2007-03-06","Empty block","63/L77 BROOME ST, COTTESLOE","N",574.883,"COTTESLOE"
3900000,"2023-08-24","House","40 HAWKSTONE ST, COTTESLOE","N",567,"COTTESLOE"
950000,"2022-08-27","Empty block","26 VERA ST, COTTESLOE","N",284,"COTTESLOE"
1018000,"2021-08-09","Empty block","251 A CURTIN AV, COTTESLOE","N",350,"COTTESLOE"
1040000,"2017-10-05","Empty block","12 EDWARD ST, COTTESLOE","N",440,"COTTESLOE"
1390000,"2017-02-21","Empty block","8 FLORENCE ST, COTTESLOE","N",482,"COTTESLOE"
2700000,"2021-05-03","Empty block","351 MARMION ST, COTTESLOE","N",644.968,"COTTESLOE"
2000000,"2021-02-12","Empty block","2 B GADSDON ST, COTTESLOE","N",189,"COTTESLOE"
2150000,"2021-06-23","Empty block","2 C GADSDON ST, COTTESLOE","N",207,"COTTESLOE"
1290000,"2023-05-29","Empty block","4 B BIRD ST, COTTESLOE","N",404,"COTTESLOE"
1040000,"2023-05-30","Empty block","4 A BIRD ST, COTTESLOE","N",340,"COTTESLOE"
1300000,"2021-02-02","Empty block","2 BROOME ST, COTTESLOE","N",267,"COTTESLOE"
1400000,"2022-09-13","Empty block","17 AVONMORE TCE, COTTESLOE","N",331,"COTTESLOE"
1500000,"2022-08-11","Empty block","17 A AVONMORE TCE, COTTESLOE","N",337,"COTTESLOE"
3600000,"2020-07-08","Empty block","126 RAILWAY ST, COTTESLOE","N",1476,"COTTESLOE"
1800000,"2020-09-11","Empty block","98 RAILWAY ST, COTTESLOE","N",576,"COTTESLOE"
1450000,"2023-09-04","House","489 STIRLING HWY, COTTESLOE","N",682.853,"COTTESLOE"
3800000,"2023-06-13","House","4 HAINING AV, COTTESLOE","N",902.883,"COTTESLOE"
12000000,"2023-07-21","House","23 ANDREWS PL, COTTESLOE","N",728.434,"COTTESLOE"
5000000,"2023-08-23","House","8 A NAILSWORTH ST, COTTESLOE","N",761,"COTTESLOE"
644000,"1996-04-12","House","6 PRINCES ST, COTTESLOE","N",162,"COTTESLOE"
2820000,"2023-08-20","House","18 JOHNSTON ST, PEPPERMINT GROVE","N",472.976,"PEPPERMINT GROVE"
2200000,"2023-09-13","House","107 ERIC ST, COTTESLOE","N",710.673,"COTTESLOE"
4970000,"2023-08-23","House","18 MARINE PDE, COTTESLOE","N",374,"COTTESLOE"
2700000,"2023-10-04","House","14 JOHNSTON ST, PEPPERMINT GROVE","N",472.976,"PEPPERMINT GROVE"
2100000,"2023-09-08","House","38 BEACH ST, COTTESLOE","N",442,"COTTESLOE"
4100000,"2023-07-25","Empty block","10 BAY VIEW TCE, PEPPERMINT GROVE","N",926,"PEPPERMINT GROVE"
7600000,"2023-08-14","House","9 VIEW ST, PEPPERMINT GROVE","N",1522,"PEPPERMINT GROVE"
1250000,"2023-10-23","House","253 CURTIN AV, COTTESLOE","N",428,"COTTESLOE"
4940000,"2023-05-31","House","12 MARINE PDE, COTTESLOE","N",372,"COTTESLOE"
3400000,"2023-04-23","Strata","14 B BROOME ST, COTTESLOE","N",509,"COTTESLOE"
3200000,"2023-09-20","House","12 BOREHAM ST, COTTESLOE","N",710.673,"COTTESLOE"
3985000,"2023-07-08","House","3 ACKLAND WAY, COTTESLOE","N",685.436,"COTTESLOE"
2357500,"2023-09-11","House","34 NORTH ST, COTTESLOE","N",513,"COTTESLOE"
3306000,"2024-03-20","House","11 MACARTHUR ST, COTTESLOE","N",352,"COTTESLOE"
2100000,"2023-09-15","House","17 CURTIN AV, COTTESLOE","N",334,"COTTESLOE"
4000000,"2024-04-17","House","6 SYDNEY ST, COTTESLOE","N",407,"COTTESLOE"
5000000,"2024-03-18","House","7 WARTON ST, COTTESLOE","N",508,"COTTESLOE"
3500000,"2023-12-05","House","28 MACARTHUR ST, COTTESLOE","N",381,"COTTESLOE"
2063,"2023-12-06","House","15 ROSENDO ST, COTTESLOE","N",911,"COTTESLOE"
15500000,"2024-03-11","House","20 A DEANE ST, COTTESLOE","N",552,"COTTESLOE"
6750000,"2023-08-23","House","9 SALVADO ST, COTTESLOE","N",911,"COTTESLOE"
247500,"2023-12-06","House","15 ROSENDO ST, COTTESLOE","N",911,"COTTESLOE"
8890,"2023-12-06","House","15 ROSENDO ST, COTTESLOE","N",911,"COTTESLOE"
4250000,"2024-03-10","House","3 D NAPIER ST, COTTESLOE","N",300.649,"COTTESLOE"
4250000,"2023-12-07","House","17 A JOHN ST, COTTESLOE","N",319,"COTTESLOE"
4060000,"2023-11-28","House","3 GERALDINE ST, COTTESLOE","N",708.144,"COTTESLOE"
3550000,"2024-02-28","House","3 A NAPIER ST, COTTESLOE","N",301,"COTTESLOE"
10500000,"2024-02-16","House","16 GRANT ST, COTTESLOE","N",451,"COTTESLOE"
3700000,"2024-03-25","House","2 A TORRENS CT, COTTESLOE","N",301,"COTTESLOE"
2040000,"2024-03-26","House","59 MARGARET ST, COTTESLOE","N",212.46,"COTTESLOE"
3250000,"2024-03-09","House","19 PRINCES ST, COTTESLOE","N",511,"COTTESLOE"
2600000,"2024-01-13","House","3 A BROOME ST, COTTESLOE","N",300,"COTTESLOE"
4200000,"2023-11-21","Empty block","12 BAY VIEW TCE, PEPPERMINT GROVE","N",926,"PEPPERMINT GROVE"
3850000,"2023-10-29","House","34 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
3650000,"2024-03-12","House","16 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
4250000,"2024-03-26","House","48 A BROOME ST, COTTESLOE","N",405,"COTTESLOE"
10800000,"2023-11-19","House","52 JOHNSTON ST, PEPPERMINT GROVE","N",2114,"PEPPERMINT GROVE"
6350000,"2023-12-09","House","37 KEANE ST, PEPPERMINT GROVE","N",754,"PEPPERMINT GROVE"
6250000,"2023-11-05","House","58 VIEW ST, PEPPERMINT GROVE","N",1115,"PEPPERMINT GROVE"
5250000,"2024-02-05","House","2 BUNGALOW CT, PEPPERMINT GROVE","N",433,"PEPPERMINT GROVE"
9500000,"2023-11-13","House","45 A VIEW ST, PEPPERMINT GROVE","N",1819,"PEPPERMINT GROVE"
11450000,"2023-12-03","House","39 KEANE ST, PEPPERMINT GROVE","N",1818,"PEPPERMINT GROVE"
9250000,"2024-03-02","House","60 LEAKE ST, PEPPERMINT GROVE","N",1914,"PEPPERMINT GROVE"
3500000,"2024-02-03","House","19 HURSTFORD CL, PEPPERMINT GROVE","N",743.61,"PEPPERMINT GROVE"
3700000,"2023-12-23","House","17 A VIEW ST, PEPPERMINT GROVE","N",761,"PEPPERMINT GROVE"
5315000,"2024-03-06","House","23 A VIEW ST, PEPPERMINT GROVE","N",909,"PEPPERMINT GROVE"
3402000,"2023-10-28","House","20 HURSTFORD CL, PEPPERMINT GROVE","N",743.61,"PEPPERMINT GROVE"
5000000,"2023-08-04","House","43 LEAKE ST, PEPPERMINT GROVE","N",1078,"PEPPERMINT GROVE"
2825000,"2023-11-08","House","6 PINDARI PL, PEPPERMINT GROVE","N",1593,"PEPPERMINT GROVE"
14000000,"2024-02-28","House","34 THE ESPLANADE , PEPPERMINT GROVE","N",1559,"PEPPERMINT GROVE"
3500000,"2024-01-09","House","18 A ROSENDO ST, COTTESLOE","N",449,"COTTESLOE"
3600000,"2023-09-21","Strata","23 SALVADO ST, COTTESLOE","N",332,"COTTESLOE"
6500000,"2024-04-07","House","46 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
4100000,"2024-02-09","House","38 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
3475000,"2024-02-09","House","9 GEORGE ST, COTTESLOE","N",344,"COTTESLOE"
4460000,"2023-10-01","House","50 PEARSE ST, COTTESLOE","N",539,"COTTESLOE"
3600000,"2024-04-19","House","22 JARRAD ST, COTTESLOE","N",870.074,"COTTESLOE"
3050000,"2023-10-19","House","25 JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
5500000,"2024-06-07","House","58 JOHN ST, COTTESLOE","N",619.675,"COTTESLOE"
2000000,"2023-04-21","House","215 MARMION ST, COTTESLOE","N",594.382,"COTTESLOE"
4550000,"2023-11-27","House","66 JOHN ST, COTTESLOE","N",613.352,"COTTESLOE"
3510000,"2023-09-19","House","263 MARMION ST, COTTESLOE","N",776,"COTTESLOE"
4150000,"2024-04-06","House","261 MARMION ST, COTTESLOE","N",911,"COTTESLOE"
3380000,"2023-09-07","House","7 A NAILSWORTH ST, COTTESLOE","N",512,"COTTESLOE"
4750000,"2024-02-09","House","97 BROOME ST, COTTESLOE","N",602,"COTTESLOE"
5200000,"2024-04-27","House","27 ERIC ST, COTTESLOE","N",354,"COTTESLOE"
6000000,"2024-04-22","House","165 BROOME ST, COTTESLOE","N",405,"COTTESLOE"
3400000,"2024-03-05","House","20 HAWKSTONE ST, COTTESLOE","N",502,"COTTESLOE"
4350000,"2024-04-09","House","168 BROOME ST, COTTESLOE","N",504,"COTTESLOE"
3000000,"2023-10-24","Empty block","351 MARMION ST, COTTESLOE","N",644.968,"COTTESLOE"
2220000,"2023-08-27","House","24 JOHNSTON ST, PEPPERMINT GROVE","N",758.786,"PEPPERMINT GROVE"
3100000,"2024-04-12","House","311 MARMION ST, COTTESLOE","N",480.564,"COTTESLOE"
4540000,"2024-03-13","House","46 BRIGHTON ST, COTTESLOE","N",629,"COTTESLOE"
2325000,"2023-11-22","House","30 A JOHNSTON ST, PEPPERMINT GROVE","N",515.974,"PEPPERMINT GROVE"
3025000,"2023-12-08","House","9 HURSTFORD CL, PEPPERMINT GROVE","N",768,"PEPPERMINT GROVE"
2500000,"2024-05-09","House","3 A KEANE ST, PEPPERMINT GROVE","N",955,"PEPPERMINT GROVE"
2240000,"2024-03-12","Strata","11 CROSSLAND CT, PEPPERMINT GROVE","N",459,"PEPPERMINT GROVE"
3075000,"2023-11-02","House","25 R IRVINE ST, PEPPERMINT GROVE","N",949,"PEPPERMINT GROVE"
3200000,"2024-05-24","House","30 LEAKE ST, PEPPERMINT GROVE","N",760,"PEPPERMINT GROVE"
3800000,"2023-10-06","House","68 NAPIER ST, COTTESLOE","N",594.382,"COTTESLOE"
1850000,"2023-11-20","House","6 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
3900000,"2023-11-02","House","238 MARMION ST, COTTESLOE","N",809.371,"COTTESLOE"
3850000,"2023-11-27","House","72 NAPIER ST, COTTESLOE","N",637.38,"COTTESLOE"
3400000,"2023-10-21","House","93 GRANT ST, COTTESLOE","N",618,"COTTESLOE"
3045000,"2024-02-21","House","96 GRANT ST, COTTESLOE","N",685.382,"COTTESLOE"
2705000,"2024-04-05","House","288 MARMION ST, COTTESLOE","N",589.277,"COTTESLOE"
3900000,"2023-09-08","House","276 MARMION ST, COTTESLOE","N",592,"COTTESLOE"
4185000,"2023-10-13","House","56 GRANT ST, COTTESLOE","N",685.436,"COTTESLOE"
2600000,"2024-02-28","House","37 FLORENCE ST, COTTESLOE","N",682.907,"COTTESLOE"
3755400,"2023-11-26","House","278 MARMION ST, COTTESLOE","N",678,"COTTESLOE"
