"sale_amount","sale_date","property_status","address","multi_lot_sale","land_area","suburb"
2300000,"2018-03-27","House","3 DALGETY ST, COTTESLOE","N",652.556,"COTTESLOE"
590000,"2004-07-14","House","11 BURT ST, COTTESLOE","N",395,"COTTESLOE"
2585000,"2019-06-20","House","16 ALBION ST, COTTESLOE","N",664,"COTTESLOE"
710000,"2004-02-27","House","18 ALBION ST, COTTESLOE","N",668,"COTTESLOE"
530000,"2000-03-03","House","28 ALBION ST, COTTESLOE","N",650.026,"COTTESLOE"
1180000,"2016-05-10","House","6 VERA ST, COTTESLOE","N",235,"COTTESLOE"
950000,"2012-02-07","House","31 ALBION ST, COTTESLOE","N",373,"COTTESLOE"
1250000,"2022-04-28","House","33 ALBION ST, COTTESLOE","N",305,"COTTESLOE"
1325000,"2020-10-27","House","35 ALBION ST, COTTESLOE","N",620,"COTTESLOE"
1080000,"2021-05-14","Strata","39 ALBION ST, COTTESLOE","N",371,"COTTESLOE"
160000,"1993-11-23","Strata","37 ALBION ST, COTTESLOE","N",408,"COTTESLOE"
1510000,"2006-03-11","House","114 FORREST ST, COTTESLOE","N",505.857,"COTTESLOE"
1450000,"2016-01-31","Strata","21 ALBION ST, COTTESLOE","N",344,"COTTESLOE"
1685000,"2021-05-05","Strata","16 VERA ST, COTTESLOE","N",252,"COTTESLOE"
1320000,"2017-09-19","Strata","22 VERA ST, COTTESLOE","N",239,"COTTESLOE"
2650000,"2021-02-19","House","5 ALBION ST, COTTESLOE","N",292,"COTTESLOE"
2400000,"2019-03-01","House","112 FORREST ST, COTTESLOE","N",505.857,"COTTESLOE"
2145000,"2019-06-06","Strata","108 FORREST ST, COTTESLOE","N",307,"COTTESLOE"
1400000,"2019-06-16","Strata","9 VERA ST, COTTESLOE","N",201,"COTTESLOE"
580000,"1999-02-05","House","100 FORREST ST, COTTESLOE","N",505.857,"COTTESLOE"
2355000,"2017-05-18","House","98 FORREST ST, COTTESLOE","N",505.857,"COTTESLOE"
755000,"2021-11-16","House","23 VERA ST, COTTESLOE","N",255,"COTTESLOE"
1050000,"2018-02-26","House","4 RAILWAY ST, COTTESLOE","N",458,"COTTESLOE"
1575000,"2017-02-13","House","34 VERA ST, COTTESLOE","N",243,"COTTESLOE"
1775000,"2021-09-16","House","36 VERA ST, COTTESLOE","N",248,"COTTESLOE"
1010000,"2017-01-27","House","8 RAILWAY ST, COTTESLOE","N",382,"COTTESLOE"
1525000,"2017-10-16","House","10 RAILWAY ST, COTTESLOE","N",596.911,"COTTESLOE"
1200000,"2020-11-16","House","12 RAILWAY ST, COTTESLOE","N",367,"COTTESLOE"
1250000,"2009-03-09","House","10 ALBION ST, COTTESLOE","N",682.907,"COTTESLOE"
235000,"1988-12-04","House","12 ALBION ST, COTTESLOE","N",680.378,"COTTESLOE"
1150000,"2017-03-04","House","7 BURT ST, COTTESLOE","N",453,"COTTESLOE"
1900000,"2019-03-05","Empty block","2 A BIRD ST, COTTESLOE","N",346,"COTTESLOE"
1775000,"2020-03-24","House","2 BIRD ST, COTTESLOE","N",408,"COTTESLOE"
2000000,"2014-11-14","House","228 MARMION ST, COTTESLOE","N",539,"COTTESLOE"
360000,"1997-01-04","House","232 MARMION ST, COTTESLOE","N",202,"COTTESLOE"
2225000,"2017-10-26","House","230 MARMION ST, COTTESLOE","N",607,"COTTESLOE"
520000,"1998-12-14","House","232 MARMION ST, COTTESLOE","N",405,"COTTESLOE"
1725000,"2008-06-28","House","224 MARMION ST, COTTESLOE","N",539,"COTTESLOE"
485000,"1999-05-14","House","209 CURTIN AV, COTTESLOE","N",384,"COTTESLOE"
1951000,"2017-07-31","House","220 MARMION ST, COTTESLOE","N",752,"COTTESLOE"
2375000,"2020-09-04","House","73 JOHN ST, COTTESLOE","N",599.441,"COTTESLOE"
3227000,"2019-10-22","House","217 MARMION ST, COTTESLOE","N",599.441,"COTTESLOE"
295000,"1992-12-02","House","71 JOHN ST, COTTESLOE","N",632.321,"COTTESLOE"
2150000,"2023-05-19","House","82 FORREST ST, COTTESLOE","N",465,"COTTESLOE"
3650000,"2022-10-25","House","80 FORREST ST, COTTESLOE","N",602,"COTTESLOE"
1530000,"2012-04-12","House","78 FORREST ST, COTTESLOE","N",615,"COTTESLOE"
810000,"2000-09-29","House","76 FORREST ST, COTTESLOE","N",637.38,"COTTESLOE"
1750000,"2013-11-14","House","74 FORREST ST, COTTESLOE","N",637.38,"COTTESLOE"
2120000,"2003-10-07","House","72 FORREST ST, COTTESLOE","N",637.38,"COTTESLOE"
3550000,"2017-08-05","House","70 FORREST ST, COTTESLOE","N",637.38,"COTTESLOE"
940000,"1999-03-23","House","68 FORREST ST, COTTESLOE","N",637.38,"COTTESLOE"
1900000,"2005-06-11","House","66 FORREST ST, COTTESLOE","N",637.38,"COTTESLOE"
2870000,"2013-03-11","House","59 JOHN ST, COTTESLOE","N",637.38,"COTTESLOE"
1750000,"2005-03-03","House","57 JOHN ST, COTTESLOE","N",637.38,"COTTESLOE"
2200000,"2016-01-25","House","55 JOHN ST, COTTESLOE","N",518.503,"COTTESLOE"
540000,"1993-09-21","House","50 JOHN ST, COTTESLOE","N",622.204,"COTTESLOE"
2850000,"2020-06-03","House","58 JOHN ST, COTTESLOE","N",619.675,"COTTESLOE"
410000,"1994-12-03","House","62 JOHN ST, COTTESLOE","N",619.675,"COTTESLOE"
3850000,"2019-07-02","House","64 JOHN ST, COTTESLOE","N",619.675,"COTTESLOE"
420000,"1999-01-25","Strata","68 JOHN ST, COTTESLOE","N",352,"COTTESLOE"
1410000,"2013-11-23","Strata","223 MARMION ST, COTTESLOE","N",265,"COTTESLOE"
1700000,"2016-01-15","House","233 MARMION ST, COTTESLOE","N",650,"COTTESLOE"
1465000,"2006-02-05","House","235 MARMION ST, COTTESLOE","N",650,"COTTESLOE"
2950000,"2012-01-17","House","29 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
2575000,"2020-05-06","House","31 LOMA ST, COTTESLOE","N",650,"COTTESLOE"
1350000,"2005-08-10","House","21 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
725000,"1999-02-23","House","19 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
635000,"1997-11-17","House","17 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
285000,"1991-07-24","House","11 A LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
387000,"1989-03-28","House","15 LOMA ST, COTTESLOE","N",673,"COTTESLOE"
2500000,"2019-09-07","House","11 LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
750000,"2000-12-21","House","26 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
2412500,"2017-03-19","House","47 NAPIER ST, COTTESLOE","N",665,"COTTESLOE"
2450000,"2018-02-06","House","22 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
1000000,"2011-08-21","House","24 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
710000,"1999-10-06","House","20 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
1070000,"2002-04-07","House","45 NAPIER ST, COTTESLOE","N",665,"COTTESLOE"
2525000,"2014-05-24","House","16 LOMA ST, COTTESLOE","N",673,"COTTESLOE"
3272500,"2021-07-28","House","41 NAPIER ST, COTTESLOE","N",683,"COTTESLOE"
2800000,"2020-12-23","House","39 NAPIER ST, COTTESLOE","N",667.678,"COTTESLOE"
566500,"1998-12-14","House","37 NAPIER ST, COTTESLOE","N",667.678,"COTTESLOE"
4700000,"2023-03-01","House","12 LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
290000,"1993-09-03","House","53 NAPIER ST, COTTESLOE","N",665,"COTTESLOE"
4350000,"2012-05-02","House","28 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
2000000,"2012-07-03","House","251 MARMION ST, COTTESLOE","N",675,"COTTESLOE"
2975000,"2008-05-09","House","249 MARMION ST, COTTESLOE","N",650,"COTTESLOE"
1430000,"2016-06-08","House","247 MARMION ST, COTTESLOE","N",650,"COTTESLOE"
450000,"2001-05-20","Empty block","32 LOMA ST, COTTESLOE","N",450,"COTTESLOE"
3650000,"2019-05-11","House","30 LOMA ST, COTTESLOE","N",847,"COTTESLOE"
426000,"2002-05-11","House","238 MARMION ST, COTTESLOE","N",809.371,"COTTESLOE"
825000,"2016-08-15","Empty block","6 BIRD ST, COTTESLOE","N",300,"COTTESLOE"
1050000,"2018-11-02","House","215 CURTIN AV, COTTESLOE","N",389,"COTTESLOE"
3300000,"2023-08-03","House","6 A BIRD ST, COTTESLOE","N",300,"COTTESLOE"
1685000,"2014-08-21","House","8 BIRD ST, COTTESLOE","N",600,"COTTESLOE"
1037500,"2019-06-05","House","217 CURTIN AV, COTTESLOE","N",554,"COTTESLOE"
500000,"2001-04-17","House","71 NAPIER ST, COTTESLOE","N",683,"COTTESLOE"
500000,"2003-05-23","House","73 NAPIER ST, COTTESLOE","N",696,"COTTESLOE"
1975000,"2017-12-12","House","69 NAPIER ST, COTTESLOE","N",809.371,"COTTESLOE"
1950000,"2013-10-15","House","74 NAPIER ST, COTTESLOE","N",624.733,"COTTESLOE"
2100000,"2013-09-19","House","68 NAPIER ST, COTTESLOE","N",594.382,"COTTESLOE"
3100000,"2021-07-28","House","70 NAPIER ST, COTTESLOE","N",637.38,"COTTESLOE"
2495000,"2010-01-31","House","72 NAPIER ST, COTTESLOE","N",637.38,"COTTESLOE"
2400000,"2023-05-22","House","64 NAPIER ST, COTTESLOE","N",594.382,"COTTESLOE"
1850000,"2019-10-30","House","60 NAPIER ST, COTTESLOE","N",637.38,"COTTESLOE"
2100000,"2007-01-12","House","54 NAPIER ST, COTTESLOE","N",794,"COTTESLOE"
2160000,"2009-11-07","House","50 NAPIER ST, COTTESLOE","N",637,"COTTESLOE"
490000,"1993-08-26","House","40 NAPIER ST, COTTESLOE","N",637,"COTTESLOE"
215000,"1990-11-21","House","36 NAPIER ST, COTTESLOE","N",646,"COTTESLOE"
3780000,"2022-02-04","House","44 NAPIER ST, COTTESLOE","N",637,"COTTESLOE"
2374000,"2017-10-12","House","46 NAPIER ST, COTTESLOE","N",637,"COTTESLOE"
3600000,"2021-03-19","House","34 NAPIER ST, COTTESLOE","N",594,"COTTESLOE"
2220000,"2019-06-23","House","1 A NAILSWORTH ST, COTTESLOE","N",612,"COTTESLOE"
5000005,"2021-11-04","House","124 BROOME ST, COTTESLOE","N",812,"COTTESLOE"
482000,"1997-02-15","House","122 BROOME ST, COTTESLOE","N",812,"COTTESLOE"
2700000,"2013-01-21","House","28 NAPIER ST, COTTESLOE","N",612,"COTTESLOE"
1600000,"2004-07-08","House","120 BROOME ST, COTTESLOE","N",832,"COTTESLOE"
1300000,"2005-03-06","House","10 LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
1825000,"2006-09-02","House","33 NAPIER ST, COTTESLOE","N",667.678,"COTTESLOE"
3650000,"2021-08-18","House","31 NAPIER ST, COTTESLOE","N",662.62,"COTTESLOE"
2060000,"2009-11-08","House","29 NAPIER ST, COTTESLOE","N",572,"COTTESLOE"
825000,"2002-03-18","House","27 A NAPIER ST, COTTESLOE","N",94,"COTTESLOE"
1890000,"2013-09-25","House","114 BROOME ST, COTTESLOE","N",650.026,"COTTESLOE"
2450000,"2006-06-02","House","112 BROOME ST, COTTESLOE","N",650.026,"COTTESLOE"
3800000,"2018-11-03","House","9 NAPIER ST, COTTESLOE","N",567,"COTTESLOE"
2350000,"2017-11-26","House","12 WARNHAM RD, COTTESLOE","N",282,"COTTESLOE"
1900000,"2018-05-19","House","11 WARNHAM RD, COTTESLOE","N",207,"COTTESLOE"
1700000,"2021-03-31","House","16 JOHN ST, COTTESLOE","N",451,"COTTESLOE"
185000,"1997-03-19","House","17 WARNHAM RD, COTTESLOE","N",212,"COTTESLOE"
5000000,"2023-06-14","House","13 JOHN ST, COTTESLOE","N",637,"COTTESLOE"
850000,"1994-03-02","House","15 JOHN ST, COTTESLOE","N",637,"COTTESLOE"
2700000,"2020-06-26","House","17 JOHN ST, COTTESLOE","N",319,"COTTESLOE"
700000,"2001-04-10","Empty block","14 FORREST ST, COTTESLOE","N",380,"COTTESLOE"
2750000,"2017-02-11","House","14 A FORREST ST, COTTESLOE","N",380,"COTTESLOE"
3420000,"2022-07-02","House","20 FORREST ST, COTTESLOE","N",488,"COTTESLOE"
4500000,"2022-11-09","House","28 FORREST ST, COTTESLOE","N",637,"COTTESLOE"
4730000,"2023-05-18","House","32 FORREST ST, COTTESLOE","N",637,"COTTESLOE"
1400000,"2003-03-08","House","40 FORREST ST, COTTESLOE","N",319,"COTTESLOE"
2700000,"2017-11-18","House","38 FORREST ST, COTTESLOE","N",319,"COTTESLOE"
1025000,"1999-01-21","House","97 BROOME ST, COTTESLOE","N",602,"COTTESLOE"
6000000,"2022-10-21","House","39 JOHN ST, COTTESLOE","N",632,"COTTESLOE"
37500,"2002-05-10","House","99 BROOME ST, COTTESLOE","N",602,"COTTESLOE"
2750000,"2018-11-01","House","35 A JOHN ST, COTTESLOE","N",316,"COTTESLOE"
2738000,"2018-04-07","House","35 JOHN ST, COTTESLOE","N",321,"COTTESLOE"
1400000,"2003-01-22","House","21 JOHN ST, COTTESLOE","N",594,"COTTESLOE"
3100000,"2013-07-04","House","29 JOHN ST, COTTESLOE","N",637,"COTTESLOE"
1200000,"2005-09-17","Empty block","17 A JOHN ST, COTTESLOE","N",319,"COTTESLOE"
3650000,"2015-11-06","House","19 JOHN ST, COTTESLOE","N",637,"COTTESLOE"
2150000,"2005-10-16","House","36 JOHN ST, COTTESLOE","N",658,"COTTESLOE"
715000,"2001-04-25","House","101 BROOME ST, COTTESLOE","N",334,"COTTESLOE"
3070000,"2016-07-01","House","34 JOHN ST, COTTESLOE","N",617,"COTTESLOE"
570000,"1995-02-23","House","30 JOHN ST, COTTESLOE","N",453,"COTTESLOE"
3475000,"2017-06-15","Strata","104 BROOME ST, COTTESLOE","N",830,"COTTESLOE"
985000,"2001-12-01","House","1 LOMA ST, COTTESLOE","N",667.731,"COTTESLOE"
4100000,"2022-01-16","House","3 LOMA ST, COTTESLOE","N",655,"COTTESLOE"
3600000,"2011-02-01","House","5 LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
4500000,"2021-12-23","House","7 LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
2020000,"2005-12-03","House","9 LOMA ST, COTTESLOE","N",655.085,"COTTESLOE"
3500000,"2013-09-24","House","48 JOHN ST, COTTESLOE","N",622.204,"COTTESLOE"
2700000,"2000-11-13","House","42 JOHN ST, COTTESLOE","N",1862,"COTTESLOE"
3250000,"2022-06-14","House","49 JOHN ST, COTTESLOE","N",637.38,"COTTESLOE"
18000,"2005-06-27","House","41 JOHN ST, COTTESLOE","N",634.851,"COTTESLOE"
2350000,"2005-02-04","House","58 FORREST ST, COTTESLOE","N",1029,"COTTESLOE"
720000,"1997-05-21","House","65 FORREST ST, COTTESLOE","N",814.43,"COTTESLOE"
3150000,"2017-09-30","House","63 FORREST ST, COTTESLOE","N",814.43,"COTTESLOE"
2800000,"2013-08-31","House","5 B STANHOPE ST, COTTESLOE","N",440,"COTTESLOE"
6575000,"2022-11-03","House","4 GRAHAM CT, COTTESLOE","N",717,"COTTESLOE"
1300000,"2012-11-23","Empty block","5 A STANHOPE ST, COTTESLOE","N",440,"COTTESLOE"
2600000,"2018-01-09","House","12 JARRAD ST, COTTESLOE","N",801.783,"COTTESLOE"
460000,"1995-09-04","House","14 JARRAD ST, COTTESLOE","N",809.371,"COTTESLOE"
990000,"2002-10-19","House","10 ROSSER ST, COTTESLOE","N",885,"COTTESLOE"
490000,"1998-09-04","House","9 JARRAD ST, COTTESLOE","N",789,"COTTESLOE"
4000000,"2022-04-06","House","8 ROSSER ST, COTTESLOE","N",885,"COTTESLOE"
397000,"1995-09-09","House","13 JARRAD ST, COTTESLOE","N",789,"COTTESLOE"
3500000,"2013-01-09","House","11 JARRAD ST, COTTESLOE","N",789,"COTTESLOE"
3000000,"2007-09-14","House","6 ROSSER ST, COTTESLOE","N",885,"COTTESLOE"
761000,"2002-09-23","House","5 JARRAD ST, COTTESLOE","N",640,"COTTESLOE"
740000,"1998-06-03","Empty block","4 ROSSER ST, COTTESLOE","N",885,"COTTESLOE"
5350000,"2020-09-05","Strata","68 BROOME ST, COTTESLOE","N",787,"COTTESLOE"
3300000,"2022-09-12","House","1 JARRAD ST, COTTESLOE","N",775,"COTTESLOE"
365000,"1989-12-04","Empty block","70 A BROOME ST, COTTESLOE","N",559,"COTTESLOE"
3500000,"2017-06-07","House","70 BROOME ST, COTTESLOE","N",642,"COTTESLOE"
4500000,"2012-02-14","Strata","68 A BROOME ST, COTTESLOE","N",440,"COTTESLOE"
1950000,"2011-10-14","House","2 ROSSER ST, COTTESLOE","N",560,"COTTESLOE"
9000000,"2023-05-01","House","66 BROOME ST, COTTESLOE","N",860,"COTTESLOE"
1680000,"2017-02-01","House","16 A ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
2155000,"2017-05-09","House","14 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
1960000,"2010-04-17","House","16 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
1570000,"2013-12-24","House","22 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
2409500,"2021-07-27","House","12 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
1600000,"2019-11-30","House","15 JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
1720000,"2012-11-14","House","15 A JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
365000,"1994-02-21","House","21 JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
850000,"2004-08-20","House","23 B JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
992000,"2004-10-30","House","23 A JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
1320000,"2013-03-16","House","27 JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
487500,"2000-05-11","House","25 JARRAD ST, COTTESLOE","N",445,"COTTESLOE"
1800000,"2023-08-08","House","35 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
1300000,"2008-02-11","House","33 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
450000,"2002-02-23","House","28 ROSSER ST, COTTESLOE","N",420,"COTTESLOE"
635000,"1999-09-30","House","22 JARRAD ST, COTTESLOE","N",870.074,"COTTESLOE"
542500,"1998-12-04","House","20 JARRAD ST, COTTESLOE","N",870.074,"COTTESLOE"
2480000,"2021-08-07","House","26 JARRAD ST, COTTESLOE","N",870.074,"COTTESLOE"
280000,"2001-11-06","Empty block","28 A JARRAD ST, COTTESLOE","N",370,"COTTESLOE"
1285000,"2015-10-06","Strata","28 JARRAD ST, COTTESLOE","N",531,"COTTESLOE"
2275000,"2012-11-14","House","3 BARSDEN ST, COTTESLOE","N",910.543,"COTTESLOE"
4350000,"2018-08-15","House","5 BARSDEN ST, COTTESLOE","N",910.543,"COTTESLOE"
415000,"1991-11-08","House","7 BARSDEN ST, COTTESLOE","N",910.543,"COTTESLOE"
2500000,"2017-10-19","Strata","11 A BARSDEN ST, COTTESLOE","N",428,"COTTESLOE"
1200000,"1999-12-23","House","8 BARSDEN ST, COTTESLOE","N",966.187,"COTTESLOE"
800000,"2003-04-05","House","193 CURTIN AV, COTTESLOE","N",1001.597,"COTTESLOE"
1025000,"2001-12-04","House","1 FINEY ST, COTTESLOE","N",1006.656,"COTTESLOE"
1150000,"2019-09-10","Empty block","4 FINEY ST, COTTESLOE","N",379,"COTTESLOE"
1100000,"2010-08-11","Strata","2 FINEY ST, COTTESLOE","N",642,"COTTESLOE"
2225000,"2023-02-20","House","199 CURTIN AV, COTTESLOE","N",513,"COTTESLOE"
1700000,"2015-11-18","House","199 A CURTIN AV, COTTESLOE","N",514,"COTTESLOE"
1780000,"2020-02-04","House","14 A BARSDEN ST, COTTESLOE","N",525,"COTTESLOE"
2850000,"2018-11-16","House","16 BARSDEN ST, COTTESLOE","N",966.187,"COTTESLOE"
1600000,"2007-11-14","House","14 B BARSDEN ST, COTTESLOE","N",638,"COTTESLOE"
4000000,"2022-09-29","Strata","11 B BARSDEN ST, COTTESLOE","N",428,"COTTESLOE"
30769,"1998-03-31","House","15 A BARSDEN ST, COTTESLOE","N",1036,"COTTESLOE"
1710000,"2014-06-17","Strata","18 B BARSDEN ST, COTTESLOE","N",424,"COTTESLOE"
2160000,"2012-04-23","House","67 FORREST ST, COTTESLOE","N",814.43,"COTTESLOE"
3227000,"2023-07-06","House","71 FORREST ST, COTTESLOE","N",875.133,"COTTESLOE"
3500000,"2023-05-05","House","69 FORREST ST, COTTESLOE","N",875.133,"COTTESLOE"
2225000,"2015-01-19","House","73 FORREST ST, COTTESLOE","N",875.133,"COTTESLOE"
835000,"2008-12-15","Strata","205 CURTIN AV, COTTESLOE","N",416,"COTTESLOE"
650000,"2002-08-31","House","77 FORREST ST, COTTESLOE","N",591,"COTTESLOE"
2275000,"2018-10-23","House","75 FORREST ST, COTTESLOE","N",875.133,"COTTESLOE"
690000,"2001-02-06","House","79 FORREST ST, COTTESLOE","N",729.609,"COTTESLOE"
900000,"2013-11-14","Strata","207 CURTIN AV, COTTESLOE","N",382,"COTTESLOE"
2100000,"2022-07-06","House","203 CURTIN AV, COTTESLOE","N",1090.122,"COTTESLOE"
250000,"1993-04-14","Empty block","22 STATION ST, COTTESLOE","N",404.686,"COTTESLOE"
1375000,"2010-04-21","House","105 NAPIER ST, COTTESLOE","N",445,"COTTESLOE"
546000,"2004-03-27","House","110 NAPIER ST, COTTESLOE","N",531,"COTTESLOE"
240000,"1995-02-02","House","27 CURTIN AV, COTTESLOE","N",366,"COTTESLOE"
675000,"1998-09-24","House","6 SYDNEY ST, COTTESLOE","N",407,"COTTESLOE"
1125000,"2016-11-29","House","29 CURTIN AV, COTTESLOE","N",369,"COTTESLOE"
2800000,"2016-10-25","House","8 SYDNEY ST, COTTESLOE","N",655,"COTTESLOE"
1271000,"2019-11-25","House","21 CURTIN AV, COTTESLOE","N",406,"COTTESLOE"
3000000,"2020-11-24","House","16 MARINE PDE, COTTESLOE","N",395,"COTTESLOE"
2800000,"2017-02-18","House","18 MARINE PDE, COTTESLOE","N",374,"COTTESLOE"
6200000,"2022-05-17","House","22 MARINE PDE, COTTESLOE","N",587,"COTTESLOE"
2650000,"2018-04-26","House","1 MACARTHUR ST, COTTESLOE","N",443,"COTTESLOE"
2479500,"2021-11-08","House","3 MACARTHUR ST, COTTESLOE","N",435,"COTTESLOE"
2300000,"2019-03-26","House","8 MARINE PDE, COTTESLOE","N",286,"COTTESLOE"
2610000,"2019-08-08","House","10 MARINE PDE, COTTESLOE","N",329,"COTTESLOE"
2565000,"2013-10-26","House","12 MARINE PDE, COTTESLOE","N",372,"COTTESLOE"
270000,"1996-06-17","House","14 A MARINE PDE, COTTESLOE","N",395,"COTTESLOE"
328000,"1994-05-24","Empty block","17 CURTIN AV, COTTESLOE","N",334,"COTTESLOE"
2050000,"2020-11-04","House","15 CURTIN AV, COTTESLOE","N",291,"COTTESLOE"
220000,"1998-06-28","Empty block","13 CURTIN AV, COTTESLOE","N",271,"COTTESLOE"
1040000,"2003-05-03","House","3 CURTIN AV, COTTESLOE","N",344,"COTTESLOE"
2150000,"2015-06-25","House","2 MARINE PDE, COTTESLOE","N",530,"COTTESLOE"
2700000,"2013-11-18","House","32 MARINE PDE, COTTESLOE","N",397,"COTTESLOE"
5200000,"2011-09-08","House","30 MARINE PDE, COTTESLOE","N",397,"COTTESLOE"
1980000,"2019-09-23","House","9 MACARTHUR ST, COTTESLOE","N",405,"COTTESLOE"
2750000,"2021-05-03","House","7 MACARTHUR ST, COTTESLOE","N",405,"COTTESLOE"
365000,"1997-07-31","Empty block","11 MACARTHUR ST, COTTESLOE","N",352,"COTTESLOE"
420000,"2019-01-11","House","11 B MACARTHUR ST, COTTESLOE","N",272,"COTTESLOE"
2700000,"2021-09-11","House","11 A MACARTHUR ST, COTTESLOE","N",351,"COTTESLOE"
1700000,"2012-03-02","House","14 MACARTHUR ST, COTTESLOE","N",420,"COTTESLOE"
2670000,"2017-01-15","House","11 WARTON ST, COTTESLOE","N",660,"COTTESLOE"
2210000,"2020-01-08","House","7 WARTON ST, COTTESLOE","N",508,"COTTESLOE"
4300000,"2020-10-03","House","38 C MARINE PDE, COTTESLOE","N",280,"COTTESLOE"
1550000,"2012-02-21","Empty block","1 C WARTON ST, COTTESLOE","N",270,"COTTESLOE"
6000000,"2018-01-06","House","1 D WARTON ST, COTTESLOE","N",707,"COTTESLOE"
2150000,"2022-12-23","Strata","1 WARTON ST, COTTESLOE","N",419,"COTTESLOE"
1950000,"2013-02-14","House","9 WARTON ST, COTTESLOE","N",508,"COTTESLOE"
10000,"2000-12-07","Empty block","1 F AVONMORE TCE, COTTESLOE","N",438,"COTTESLOE"
5760000,"2011-11-20","House","44 MARINE PDE, COTTESLOE","N",823,"COTTESLOE"
5250000,"2017-11-08","House","6 GIBNEY ST, COTTESLOE","N",913,"COTTESLOE"
5395000,"2021-10-03","House","7 BEACH ST, COTTESLOE","N",774,"COTTESLOE"
4400000,"2010-08-09","House","11 BEACH ST, COTTESLOE","N",774,"COTTESLOE"
3800000,"2019-05-28","House","5 BEACH ST, COTTESLOE","N",774,"COTTESLOE"
8375000,"2018-07-07","House","1 A BEACH ST, COTTESLOE","N",865,"COTTESLOE"
2100000,"2015-09-23","Strata","13 A BEACH ST, COTTESLOE","N",452,"COTTESLOE"
1250000,"2018-02-26","Empty block","16 A GIBNEY ST, COTTESLOE","N",300,"COTTESLOE"
1000000,"2018-01-22","Empty block","16 B GIBNEY ST, COTTESLOE","N",258,"COTTESLOE"
25000,"1990-06-27","House","24 GIBNEY ST, COTTESLOE","N",1028,"COTTESLOE"
1625000,"2015-12-01","House","28 GIBNEY ST, COTTESLOE","N",292,"COTTESLOE"
1000000,"2004-11-04","House","32 GIBNEY ST, COTTESLOE","N",380,"COTTESLOE"
1350000,"2004-06-07","House","30 GIBNEY ST, COTTESLOE","N",292,"COTTESLOE"
178000,"1991-04-23","Empty block","5 BROOME ST, COTTESLOE","N",691,"COTTESLOE"
360000,"1991-06-26","House","7 BROOME ST, COTTESLOE","N",635,"COTTESLOE"
460000,"1996-10-16","House","9 BROOME ST, COTTESLOE","N",663,"COTTESLOE"
1865000,"2019-09-20","House","3 A BROOME ST, COTTESLOE","N",300,"COTTESLOE"
1150000,"2007-05-05","Empty block","1 BROOME ST, COTTESLOE","N",324,"COTTESLOE"
2300000,"2022-07-10","Strata","34 GIBNEY ST, COTTESLOE","N",322,"COTTESLOE"
1750000,"2014-10-14","House","3 BROOME ST, COTTESLOE","N",347,"COTTESLOE"
2630000,"2007-04-14","House","21 WARTON ST, COTTESLOE","N",542,"COTTESLOE"
1352500,"2004-01-31","House","19 WARTON ST, COTTESLOE","N",541,"COTTESLOE"
795000,"2002-03-21","House","32 MACARTHUR ST, COTTESLOE","N",571,"COTTESLOE"
1270000,"2017-06-07","House","30 MACARTHUR ST, COTTESLOE","N",381,"COTTESLOE"
2800000,"2012-04-03","House","28 MACARTHUR ST, COTTESLOE","N",381,"COTTESLOE"
1945000,"2020-01-02","House","26 MACARTHUR ST, COTTESLOE","N",381,"COTTESLOE"
2200000,"2010-11-08","House","24 MACARTHUR ST, COTTESLOE","N",381,"COTTESLOE"
1050000,"2020-01-15","Empty block","22 MACARTHUR ST, COTTESLOE","N",393,"COTTESLOE"
1300000,"2018-03-13","Empty block","20 MACARTHUR ST, COTTESLOE","N",345,"COTTESLOE"
1220000,"2015-01-09","House","33 CURTIN AV, COTTESLOE","N",366,"COTTESLOE"
2525000,"2013-09-14","House","15 MACARTHUR ST, COTTESLOE","N",366,"COTTESLOE"
1050000,"2012-11-07","House","25 ROSSER ST, COTTESLOE","N",420,"COTTESLOE"
