address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"10 ALBION ST, COTTESLOE",residential,Non Strata,1250000,2009-03-09,N,682.907
"5 ALBION ST, COTTESLOE",residential,Non Strata,2650000,2021-02-19,N,292
"3/3 BURT ST, COTTESLOE",residential,Strata,830000,2019-05-15,N,1309
"31 CURTIN AV, COTTESLOE",residential,Non Strata,1230000,2013-06-21,Y,3
"34 RAILWAY ST, COTTESLOE",residential,Non Strata,1310000,2021-04-28,N,546
"32 RAILWAY ST, COTTESLOE",residential,Non Strata,116100,2002-11-25,N,541
"30 RAILWAY ST, COTTESLOE",residential,Non Strata,185000,1995-03-01,N,472.976
"75 NAPIER ST, COTTESLOE",residential,Non Strata,880000,2005-08-21,N,470
"40 RAILWAY ST, COTTESLOE",residential,Non Strata,1550000,2016-04-09,N,377
"78 B NAPIER ST, COTTESLOE",residential,Non Strata,865000,2005-10-03,N,318
"247 CURTIN AV, COTTESLOE",commercial,Non Strata,915000,2004-05-31,N,984
"251 A CURTIN AV, COTTESLOE",residential,Vacant,1018000,2021-08-09,N,350
"49 FLORENCE ST, COTTESLOE",residential,Strata,220000,1996-06-27,N,479
"45 FLORENCE ST, COTTESLOE",residential,Non Strata,1880000,2013-03-13,N,680.378
"47 FLORENCE ST, COTTESLOE",residential,Strata,1100000,2015-02-01,N,591
"255 CURTIN AV, COTTESLOE",residential,Non Strata,2000000,2023-11-13,N,513
"255 CURTIN AV, COTTESLOE",residential,Non Strata,850000,2003-11-29,N,513
"253 CURTIN AV, COTTESLOE",residential,Non Strata,1250000,2023-10-23,N,428
"52 FLORENCE ST, COTTESLOE",commercial,Non Strata,470000,2004-01-14,N,581.689
"50 FLORENCE ST, COTTESLOE",residential,Non Strata,650000,2003-09-30,N,655.033
"46 FLORENCE ST, COTTESLOE",residential,Non Strata,515000,2000-11-11,N,657.562
"81 HAWKSTONE ST, COTTESLOE",residential,Non Strata,10500,2005-11-22,N,558.928
"75 HAWKSTONE ST, COTTESLOE",residential,Non Strata,315000,1995-07-31,N,526.05
"79 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1225000,2005-11-29,N,558.928
"78 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1305000,2010-08-09,N,456
"74 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2500000,2007-10-29,N,592
"76 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1415000,2020-05-28,N,456
"4 BIRKBECK AV, COTTESLOE",residential,Non Strata,2650000,2021-04-19,N,453
"85 GRANT ST, COTTESLOE",residential,Non Strata,635000,1999-02-17,N,592
"89 GRANT ST, COTTESLOE",residential,Non Strata,1650000,2020-09-10,N,683
"87 GRANT ST, COTTESLOE",residential,Non Strata,320000,1996-02-18,N,683
"86 GRANT ST, COTTESLOE",residential,Non Strata,1870000,2014-07-17,N,545
"86 A GRANT ST, COTTESLOE",residential,Non Strata,1890000,2021-06-03,N,472.976
"51 GRIVER ST, COTTESLOE",residential,Non Strata,3300000,2021-11-15,N,515
"53 GRIVER ST, COTTESLOE",residential,Non Strata,1330000,2012-04-27,N,513
"30 NORTH ST, COTTESLOE",residential,Non Strata,350000,1999-09-14,N,513
"529 STIRLING HWY, COTTESLOE",commercial,Non Strata,11800000,2023-04-11,N,2074
"109 FORREST ST, COTTESLOE",commercial,Vacant,2650000,2023-08-04,N,538.738
"114 FORREST ST, COTTESLOE",commercial,Non Strata,2550000,2019-03-14,N,505.857
"114 FORREST ST, COTTESLOE",residential,Non Strata,1510000,2006-03-11,N,505.857
"112 FORREST ST, COTTESLOE",residential,Non Strata,2400000,2019-03-01,N,505.857
"108 FORREST ST, COTTESLOE",residential,Strata,2145000,2019-06-06,N,307
"9 VERA ST, COTTESLOE",residential,Strata,1400000,2019-06-16,N,201
"23 ALBION ST, COTTESLOE",residential,Strata,1510000,2020-02-20,N,597
"13 ALBION ST, COTTESLOE",residential,Strata,250000,1995-01-14,N,589
"16 VERA ST, COTTESLOE",residential,Strata,1685000,2021-05-05,N,252
"21 ALBION ST, COTTESLOE",residential,Strata,1450000,2016-01-31,N,344
"18 VERA ST, COTTESLOE",residential,Strata,1300000,2017-06-21,N,592
"16 ALBION ST, COTTESLOE",residential,Non Strata,2585000,2019-06-20,N,664
"18 ALBION ST, COTTESLOE",residential,Non Strata,710000,2004-02-27,N,668
"14 A ALBION ST, COTTESLOE",residential,Strata,277000,1999-04-08,N,682
"12 ALBION ST, COTTESLOE",residential,Non Strata,235000,1988-12-04,N,680.378
"11 BURT ST, COTTESLOE",residential,Non Strata,590000,2004-07-14,N,395
"7 BURT ST, COTTESLOE",residential,Non Strata,1150000,2017-03-04,N,453
"9 BURT ST, COTTESLOE",residential,Non Strata,2651100,2023-06-26,Y,200
"9 A BURT ST, COTTESLOE",residential,Non Strata,2651100,2023-06-26,Y,260
"2/15 BURT ST, COTTESLOE",residential,Strata,865000,2023-03-16,N,1310
"10 BURT ST, COTTESLOE",residential,Non Strata,174000,1991-10-31,N,652.556
"6 BURT ST, COTTESLOE",residential,Non Strata,1350000,2014-07-23,N,652.556
"8 BURT ST, COTTESLOE",residential,Non Strata,575000,1999-12-21,N,652.556
"77 A NAPIER ST, COTTESLOE",residential,Non Strata,712500,2018-10-25,N,307
"83 NAPIER ST, COTTESLOE",residential,Non Strata,333000,1997-06-06,N,642.438
"77 NAPIER ST, COTTESLOE",residential,Non Strata,1475000,2020-08-01,N,309
"79 NAPIER ST, COTTESLOE",residential,Non Strata,681000,2000-10-28,N,634.851
"80 NAPIER ST, COTTESLOE",residential,Non Strata,1030000,2007-10-20,N,278.199
"78 A NAPIER ST, COTTESLOE",residential,Non Strata,1200000,2009-08-17,N,258
"78 NAPIER ST, COTTESLOE",residential,Non Strata,330000,1997-04-21,N,278.199
"82 NAPIER ST, COTTESLOE",residential,Non Strata,789000,2005-03-14,N,278.199
"44 RAILWAY ST, COTTESLOE",residential,Non Strata,365000,2002-03-02,N,516
"42 RAILWAY ST, COTTESLOE",residential,Non Strata,305000,2001-08-17,N,331
"1 PERTH ST, COTTESLOE",residential,Non Strata,859000,2006-02-19,N,417.299
"5 PERTH ST, COTTESLOE",residential,Non Strata,80000,1991-12-18,N,420
"2 PERTH ST, COTTESLOE",residential,Non Strata,195000,1998-05-12,N,293.374
"54 RAILWAY ST, COTTESLOE",residential,Non Strata,195000,1998-01-20,Y,263
"1 B WENTWORTH ST, COTTESLOE",residential,Strata,1300000,2019-02-19,N,230
"1 A WENTWORTH ST, COTTESLOE",residential,Vacant,1350000,2017-11-17,N,231
"54 A RAILWAY ST, COTTESLOE",residential,Non Strata,195000,1998-01-20,Y,86
"2 WENTWORTH ST, COTTESLOE",residential,Vacant,960000,2003-08-29,N,708
"60 RAILWAY ST, COTTESLOE",residential,Non Strata,1482500,2021-06-14,N,614.568
"269 CURTIN AV, COTTESLOE",residential,Non Strata,600000,2003-09-18,N,606.98
"265 CURTIN AV, COTTESLOE",residential,Non Strata,435500,2002-10-19,N,606.98
"267 CURTIN AV, COTTESLOE",residential,Non Strata,307500,1998-12-15,N,606.98
"84 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1279000,2013-07-01,N,635
"82 HAWKSTONE ST, COTTESLOE",residential,Strata,2250000,2021-10-18,N,447
"91 GRANT ST, COTTESLOE",residential,Non Strata,312500,1996-11-20,N,683
"275 CURTIN AV, COTTESLOE",residential,Non Strata,1287000,2018-08-07,N,640
"80 HAWKSTONE ST, COTTESLOE",residential,Strata,1500000,2016-03-02,N,413
"93 A GRANT ST, COTTESLOE",residential,Non Strata,1695000,2011-05-29,N,426
"277 CURTIN AV, COTTESLOE",residential,Non Strata,1335000,2022-07-31,N,640
"93 GRANT ST, COTTESLOE",residential,Non Strata,3400000,2023-10-21,N,618
"93 GRANT ST, COTTESLOE",residential,Non Strata,2762500,2021-09-24,N,618
"273 CURTIN AV, COTTESLOE",residential,Non Strata,1870000,2021-11-20,N,640
"88 GRANT ST, COTTESLOE",residential,Non Strata,575000,1999-01-29,N,685.382
"2 A GRIVER ST, COTTESLOE",residential,Strata,1895000,2006-06-06,N,470
"6 GRIVER ST, COTTESLOE",residential,Non Strata,3800000,2021-07-01,N,758.725
"2 GRIVER ST, COTTESLOE",residential,Strata,2000000,2015-04-29,N,450
"10 GRIVER ST, COTTESLOE",residential,Non Strata,1999000,2010-02-26,N,758.725
"12 GRIVER ST, COTTESLOE",residential,Non Strata,2000000,2017-11-17,N,758.725
"8 GRIVER ST, COTTESLOE",residential,Non Strata,646000,2001-06-24,N,758.725
"18 GRIVER ST, COTTESLOE",residential,Non Strata,830000,2003-05-29,N,758.725
"14 GRIVER ST, COTTESLOE",residential,Non Strata,495000,1998-07-31,N,758.725
"26 B GRIVER ST, COTTESLOE",residential,Strata,2100000,2012-01-14,N,472
"24 GRIVER ST, COTTESLOE",residential,Non Strata,2000000,2014-02-08,N,968.639
"28 A GRIVER ST, COTTESLOE",residential,Strata,1520000,2022-06-03,N,968.716
"26 A GRIVER ST, COTTESLOE",residential,Strata,2925000,2023-01-24,N,472
"30 GRIVER ST, COTTESLOE",residential,Strata,1475000,2016-03-29,N,602
"38 GRIVER ST, COTTESLOE",residential,Non Strata,535000,1999-10-16,N,678
"40 GRIVER ST, COTTESLOE",residential,Strata,970000,2006-10-14,N,968
"42 GRIVER ST, COTTESLOE",residential,Non Strata,1900000,2016-04-09,N,968.716
"44 GRIVER ST, COTTESLOE",residential,Non Strata,400000,1995-07-04,N,968.716
"46 GRIVER ST, COTTESLOE",residential,Non Strata,2900000,2022-02-21,N,961.128
"50 GRIVER ST, COTTESLOE",residential,Non Strata,1297000,2007-06-07,N,547
"24 NORTH ST, COTTESLOE",residential,Non Strata,2466888,2024-02-22,N,567
"24 NORTH ST, COTTESLOE",residential,Non Strata,1550000,2009-09-16,N,567
"48 GRIVER ST, COTTESLOE",residential,Non Strata,821000,2000-12-29,N,500
"25 LEXCEN CL, COTTESLOE",residential,Non Strata,1015000,2008-06-03,N,420
"2/120 FORREST ST, COTTESLOE",residential,Strata,520000,2023-06-28,N,1285
"1/519 STIRLING HWY, COTTESLOE",commercial,Strata,200000,1997-12-09,N,638
"12 VERA ST, COTTESLOE",residential,Vacant,385000,2002-03-05,N,599
"8 VERA ST, COTTESLOE",residential,Strata,1250000,2020-11-10,N,604
"10 VERA ST, COTTESLOE",residential,Strata,2760000,2023-11-15,N,602
"6 VERA ST, COTTESLOE",residential,Non Strata,1180000,2016-05-10,N,235
"31 ALBION ST, COTTESLOE",residential,Non Strata,950000,2012-02-07,N,373
"27 ALBION ST, COTTESLOE",residential,Strata,465000,2003-04-05,N,602
"24 A ALBION ST, COTTESLOE",residential,Non Strata,780000,2016-05-18,Y,291
"24 ALBION ST, COTTESLOE",residential,Non Strata,330500,2000-02-03,Y,362
"26 A ALBION ST, COTTESLOE",residential,Non Strata,205000,1994-12-21,Y,364
"17 BURT ST, COTTESLOE",residential,Strata,1515000,2021-10-16,N,683
"19 BURT ST, COTTESLOE",residential,Non Strata,1710000,2011-08-30,N,622
"14 BURT ST, COTTESLOE",residential,Non Strata,590000,2001-12-21,N,652.556
"20 BURT ST, COTTESLOE",residential,Non Strata,1650000,2010-03-31,N,652.556
"16 BURT ST, COTTESLOE",residential,Non Strata,1720000,2021-03-27,N,652.556
"87 NAPIER ST, COTTESLOE",residential,Non Strata,695000,2003-10-10,N,650.026
"85 NAPIER ST, COTTESLOE",residential,Non Strata,2200000,2015-11-30,N,644.968
"89 NAPIER ST, COTTESLOE",residential,Non Strata,2100000,2023-04-29,N,655.085
"86 A NAPIER ST, COTTESLOE",residential,Non Strata,1700000,2022-09-12,N,256
"82 A NAPIER ST, COTTESLOE",residential,Non Strata,1300000,2019-03-15,N,278.199
"88 NAPIER ST, COTTESLOE",residential,Non Strata,250000,1989-02-12,Y,278.199
"86 NAPIER ST, COTTESLOE",residential,Non Strata,1480000,2010-03-24,N,256
"84 NAPIER ST, COTTESLOE",residential,Non Strata,169000,1990-06-16,Y,278.199
"88 NAPIER ST, COTTESLOE",residential,Non Strata,400000,2000-03-20,Y,161.861
"9 A PERTH ST, COTTESLOE",residential,Non Strata,1390000,2020-10-17,Y,139
"11 PERTH ST, COTTESLOE",residential,Non Strata,1470000,2012-05-02,N,419.008
"9 PERTH ST, COTTESLOE",residential,Non Strata,1390000,2020-10-17,Y,278
"13 PERTH ST, COTTESLOE",residential,Non Strata,305000,1998-11-14,N,278.199
"14 PERTH ST, COTTESLOE",residential,Non Strata,700000,2006-02-04,N,280.728
"6 PERTH ST, COTTESLOE",residential,Non Strata,1850000,2023-11-20,N,280.728
"6 PERTH ST, COTTESLOE",residential,Non Strata,1360000,2009-09-28,N,280.728
"8 PERTH ST, COTTESLOE",residential,Non Strata,1480000,2021-10-10,N,280.728
"12 PERTH ST, COTTESLOE",residential,Non Strata,935000,2013-01-26,N,280.728
"4 PERTH ST, COTTESLOE",residential,Non Strata,857000,2005-05-06,N,280.728
"1 WENTWORTH ST, COTTESLOE",residential,Non Strata,1170000,2021-01-25,N,278.199
"3 WENTWORTH ST, COTTESLOE",residential,Non Strata,1130000,2010-02-05,N,280.728
"7 WENTWORTH ST, COTTESLOE",residential,Non Strata,1000000,2018-09-26,N,280.728
"9 WENTWORTH ST, COTTESLOE",residential,Non Strata,1350000,2015-03-15,N,280.728
"5 WENTWORTH ST, COTTESLOE",residential,Vacant,1025000,2020-12-23,N,280.728
"1 BOREHAM ST, COTTESLOE",residential,Non Strata,2450000,2021-09-12,N,703.085
"62 RAILWAY ST, COTTESLOE",residential,Non Strata,1340000,2021-01-30,N,531.108
"2 BOREHAM ST, COTTESLOE",residential,Non Strata,2000000,2018-08-25,N,509
"68 RAILWAY ST, COTTESLOE",residential,Non Strata,985000,2011-03-04,N,632.271
"2 BOREHAM ST, COTTESLOE",residential,Vacant,310000,2003-03-25,N,484
"72 A RAILWAY ST, COTTESLOE",residential,Non Strata,1150000,2018-11-30,N,450
"74 RAILWAY ST, COTTESLOE",residential,Strata,900000,2022-01-11,N,604.451
"72 RAILWAY ST, COTTESLOE",residential,Non Strata,412500,2002-05-31,Y,450
"70 RAILWAY ST, COTTESLOE",residential,Non Strata,1500000,2021-10-14,Y,564
"95 GRANT ST, COTTESLOE",residential,Non Strata,1400000,2019-12-08,N,640
"279 CURTIN AV, COTTESLOE",residential,Non Strata,1110000,2019-04-24,N,640
"92 GRANT ST, COTTESLOE",residential,Non Strata,1685000,2021-07-16,N,525
"94 GRANT ST, COTTESLOE",residential,Non Strata,2181000,2021-09-25,N,685.382
"96 GRANT ST, COTTESLOE",residential,Non Strata,3045000,2024-02-21,N,685.382
"96 GRANT ST, COTTESLOE",residential,Non Strata,170000,1992-03-29,N,685.382
"98 B GRANT ST, COTTESLOE",residential,Strata,412500,2017-08-15,N,857.36
"3 ELIZABETH ST, COTTESLOE",residential,Non Strata,1270000,2015-04-20,N,758.725
"1 ELIZABETH ST, COTTESLOE",residential,Non Strata,2200000,2023-11-04,N,758.725
"5 ELIZABETH ST, COTTESLOE",residential,Non Strata,1461000,2017-11-15,N,758.725
"7 ELIZABETH ST, COTTESLOE",residential,Non Strata,1475000,2016-05-09,N,758.725
"9 ELIZABETH ST, COTTESLOE",residential,Non Strata,1410000,2013-03-20,N,758.725
"11 ELIZABETH ST, COTTESLOE",residential,Non Strata,1460000,2016-06-13,N,758.725
"19 ELIZABETH ST, COTTESLOE",residential,Non Strata,1450000,2007-07-11,N,549
"23 ELIZABETH ST, COTTESLOE",residential,Non Strata,290000,1991-03-23,N,748.609
"21 ELIZABETH ST, COTTESLOE",residential,Non Strata,645000,2001-07-25,N,758.725
"29 A ELIZABETH ST, COTTESLOE",residential,Strata,1700000,2021-11-21,N,968.716
"27 A ELIZABETH ST, COTTESLOE",residential,Strata,1100000,2019-11-01,N,394
"27 B ELIZABETH ST, COTTESLOE",residential,Strata,1650000,2021-05-03,N,505
"25 ELIZABETH ST, COTTESLOE",residential,Strata,1480000,2019-10-22,N,434
"31 ELIZABETH ST, COTTESLOE",residential,Non Strata,325000,1989-03-23,N,968.716
"10 KNOWLES ST, COTTESLOE",residential,Strata,1250000,2015-03-22,N,484
"35 A ELIZABETH ST, COTTESLOE",residential,Vacant,6000000,2024-03-11,Y,561
"35 ELIZABETH ST, COTTESLOE",residential,Non Strata,6000000,2024-03-11,Y,407
"8 KNOWLES ST, COTTESLOE",residential,Non Strata,1500000,2016-11-10,N,582
"33 ELIZABETH ST, COTTESLOE",residential,Strata,2000000,2021-03-30,N,485
"10 KNOWLES ST, COTTESLOE",residential,Non Strata,260000,1989-04-10,N,968.607
"37 ELIZABETH ST, COTTESLOE",residential,Non Strata,2785000,2022-02-05,N,968.716
"31 B CURTIN AV, COTTESLOE",residential,Non Strata,1230000,2013-06-21,Y,2
"41 A ELIZABETH ST, COTTESLOE",residential,Non Strata,1920000,2009-08-06,N,484
"43 ELIZABETH ST, COTTESLOE",residential,Non Strata,3200000,2023-10-26,N,961.128
"41 ELIZABETH ST, COTTESLOE",residential,Non Strata,2150000,2007-09-21,N,484
"20 B NORTH ST, COTTESLOE",residential,Strata,830000,2016-10-18,N,404
"18 NORTH ST, COTTESLOE",residential,Non Strata,615000,2002-09-10,N,806.842
"22 NORTH ST, COTTESLOE",residential,Non Strata,2700000,2024-05-14,N,806.842
"22 NORTH ST, COTTESLOE",residential,Non Strata,1800000,2015-10-15,N,806.842
"20 A NORTH ST, COTTESLOE",residential,Strata,935000,2014-03-18,N,403
"3 GORDON ST, COTTESLOE",residential,Non Strata,2020000,2018-03-03,N,400
"35 ALBION ST, COTTESLOE",residential,Non Strata,1325000,2020-10-27,N,620
"37 ALBION ST, COTTESLOE",residential,Strata,160000,1993-11-23,N,408
"515 STIRLING HWY, COTTESLOE",commercial,Non Strata,1562000,2006-09-05,N,586.794
"39 ALBION ST, COTTESLOE",residential,Strata,1080000,2021-05-14,N,371
"28 ALBION ST, COTTESLOE",residential,Non Strata,530000,2000-03-03,N,650.026
"33 ALBION ST, COTTESLOE",residential,Non Strata,1250000,2022-04-28,N,305
"2 DALGETY ST, COTTESLOE",residential,Non Strata,1250000,2008-08-27,N,460.33
"4 DALGETY ST, COTTESLOE",residential,Non Strata,265000,1995-01-10,N,460.33
"2 B DALGETY ST, COTTESLOE",residential,Strata,925000,2014-10-27,N,474
"8 DALGETY ST, COTTESLOE",residential,Non Strata,1450000,2020-09-29,N,564.031
"3 DALGETY ST, COTTESLOE",residential,Non Strata,2300000,2018-03-27,N,652.556
"6 DALGETY ST, COTTESLOE",residential,Non Strata,20,2023-04-12,N,564.031
"12 DALGETY ST, COTTESLOE",residential,Non Strata,1712500,2019-09-24,N,902.955
"14 B DALGETY ST, COTTESLOE",residential,Strata,1300000,2024-02-15,N,902.955
"14 B DALGETY ST, COTTESLOE",residential,Strata,380000,2002-03-29,N,902.955
"91 NAPIER ST, COTTESLOE",residential,Non Strata,3500000,2023-04-29,N,657.614
"88 NAPIER ST, COTTESLOE",residential,Non Strata,250000,1989-02-12,Y,278.199
"92 NAPIER ST, COTTESLOE",residential,Non Strata,945000,2013-11-23,N,278.199
"90 NAPIER ST, COTTESLOE",residential,Non Strata,870000,2012-11-28,N,278.199
"94 NAPIER ST, COTTESLOE",residential,Vacant,740000,2017-02-06,N,279
"15 A PERTH ST, COTTESLOE",residential,Non Strata,475000,2001-01-02,N,278.199
"19 A PERTH ST, COTTESLOE",residential,Non Strata,2150000,2016-04-15,Y,278.199
"21 PERTH ST, COTTESLOE",residential,Non Strata,299250,1993-08-01,N,278.199
"19 B PERTH ST, COTTESLOE",residential,Non Strata,2150000,2016-04-15,Y,278.199
"15 PERTH ST, COTTESLOE",residential,Non Strata,1150000,2020-06-30,N,278.199
"19 PERTH ST, COTTESLOE",residential,Non Strata,2150000,2016-04-15,Y,278.199
"20 PERTH ST, COTTESLOE",residential,Vacant,335000,2001-06-15,N,280.728
"18 A PERTH ST, COTTESLOE",residential,Vacant,87000,1992-01-31,N,280.728
"16 PERTH ST, COTTESLOE",residential,Non Strata,1571000,2022-12-03,N,280.728
"18 PERTH ST, COTTESLOE",residential,Non Strata,1250000,2015-04-02,N,280
"24 PERTH ST, COTTESLOE",residential,Non Strata,840000,2006-12-22,N,280.728
"22 PERTH ST, COTTESLOE",residential,Non Strata,1390000,2008-04-23,N,280.728
"15 WENTWORTH ST, COTTESLOE",residential,Non Strata,930000,2013-02-14,N,280.728
"13 WENTWORTH ST, COTTESLOE",residential,Non Strata,900000,2014-05-14,N,280.728
"17 WENTWORTH ST, COTTESLOE",residential,Non Strata,1050000,2018-02-06,N,280.728
"3 BOREHAM ST, COTTESLOE",residential,Non Strata,2010000,2016-08-27,N,703.085
"14 WENTWORTH ST, COTTESLOE",residential,Non Strata,1300000,2008-03-20,N,469
"9 BOREHAM ST, COTTESLOE",residential,Non Strata,1700000,2022-07-21,N,470
"7 BOREHAM ST, COTTESLOE",residential,Non Strata,1820000,2018-02-13,N,470.41
"8 BOREHAM ST, COTTESLOE",residential,Non Strata,2050000,2022-07-30,N,710.673
"4 BOREHAM ST, COTTESLOE",residential,Non Strata,2630000,2024-01-23,N,509
"4 BOREHAM ST, COTTESLOE",residential,Non Strata,2100000,2017-07-22,N,509
"6 BOREHAM ST, COTTESLOE",residential,Non Strata,1790000,2009-05-29,N,710.673
"10 BOREHAM ST, COTTESLOE",residential,Non Strata,1820000,2020-09-16,N,710.673
"91 ERIC ST, COTTESLOE",residential,Non Strata,890000,2005-09-27,N,648
"89 ERIC ST, COTTESLOE",residential,Non Strata,306500,1999-01-15,N,708.144
"2 ELIZABETH ST, COTTESLOE",residential,Non Strata,1725000,2009-06-27,N,650
"8 ELIZABETH ST, COTTESLOE",residential,Non Strata,1200000,2019-02-25,N,758.786
"1/4 ELIZABETH ST, COTTESLOE",residential,Strata,1490000,2006-11-05,Y,406
"2/4 ELIZABETH ST, COTTESLOE",residential,Strata,1490000,2006-11-05,Y,357
"6 ELIZABETH ST, COTTESLOE",residential,Non Strata,1269000,2014-03-20,N,713.258
"14 ELIZABETH ST, COTTESLOE",residential,Non Strata,1610000,2020-01-17,N,758.786
"12 ELIZABETH ST, COTTESLOE",residential,Non Strata,20,2019-01-30,N,758.786
"18 ELIZABETH ST, COTTESLOE",residential,Non Strata,1900000,2020-10-21,N,696
"20 ELIZABETH ST, COTTESLOE",residential,Strata,1200000,2021-06-08,N,396
"1 BALFOUR ST, COTTESLOE",residential,Strata,1425000,2008-04-05,N,528
"24 ELIZABETH ST, COTTESLOE",residential,Non Strata,450000,1997-01-15,N,774
"22 ELIZABETH ST, COTTESLOE",residential,Non Strata,2500000,2022-07-08,N,774
"26 ELIZABETH ST, COTTESLOE",residential,Non Strata,827000,2004-03-25,N,774
"30 ELIZABETH ST, COTTESLOE",residential,Non Strata,668000,2002-11-22,N,774
"32 ELIZABETH ST, COTTESLOE",residential,Non Strata,525000,2001-10-06,N,769
"26 BOREHAM ST, COTTESLOE",residential,Non Strata,2710000,2020-12-17,N,710.673
"16 NORTH ST, COTTESLOE",commercial,Non Strata,1325000,2015-07-20,N,769
"7 FOULKES LANE, COTTESLOE",residential,Strata,710000,2019-05-30,N,558.972
"511 STIRLING HWY, COTTESLOE",residential,Non Strata,930000,2023-05-02,N,424.92
"25 BURT ST, COTTESLOE",residential,Strata,1150000,2018-04-17,N,677.848
"505 STIRLING HWY, COTTESLOE",residential,Non Strata,350000,2001-11-17,N,546.326
"30 BURT ST, COTTESLOE",residential,Strata,385000,2003-10-04,N,713.258
"97 NAPIER ST, COTTESLOE",residential,Vacant,1090000,2020-06-15,N,400
"99 NAPIER ST, COTTESLOE",residential,Vacant,1000000,2020-06-15,N,362
"101 NAPIER ST, COTTESLOE",residential,Non Strata,1420000,2013-11-15,N,582
"94 B NAPIER ST, COTTESLOE",residential,Vacant,710000,2016-12-01,N,279
"94 A NAPIER ST, COTTESLOE",residential,Non Strata,2125000,2022-01-18,N,279
"96 NAPIER ST, COTTESLOE",residential,Non Strata,950000,2016-03-08,N,285.787
"1 EDWARD ST, COTTESLOE",residential,Non Strata,185000,1991-12-07,N,708.144
"23 PERTH ST, COTTESLOE",residential,Non Strata,1200000,2019-10-12,N,278.199
"25 PERTH ST, COTTESLOE",residential,Non Strata,1800000,2020-08-14,N,278.199
"3 LANE ST, COTTESLOE",residential,Non Strata,1500000,2015-11-19,N,283.257
"26 PERTH ST, COTTESLOE",residential,Non Strata,1935000,2021-09-03,N,280.728
"28 PERTH ST, COTTESLOE",residential,Non Strata,1370000,2021-07-13,N,280.728
"30 PERTH ST, COTTESLOE",residential,Non Strata,855000,2013-11-25,N,280.728
"2 EDWARD ST, COTTESLOE",residential,Non Strata,407500,1999-09-30,N,708
"23 WENTWORTH ST, COTTESLOE",residential,Vacant,445000,2010-07-28,N,280.728
"19 WENTWORTH ST, COTTESLOE",residential,Non Strata,730000,2011-11-19,N,280.728
"21 WENTWORTH ST, COTTESLOE",residential,Vacant,820000,2009-06-03,N,280.728
"17 BOREHAM ST, COTTESLOE",residential,Non Strata,2800000,2023-04-25,N,703
"14 BOREHAM ST, COTTESLOE",residential,Non Strata,357000,1994-07-12,N,710.673
"12 BOREHAM ST, COTTESLOE",residential,Non Strata,3200000,2023-09-20,N,710.673
"12 BOREHAM ST, COTTESLOE",residential,Non Strata,1210000,2009-04-10,N,710.673
"95 ERIC ST, COTTESLOE",residential,Non Strata,1805000,2021-02-11,N,710.673
"93 ERIC ST, COTTESLOE",residential,Non Strata,2050000,2020-02-17,N,772
"97 ERIC ST, COTTESLOE",residential,Non Strata,1430000,2009-12-07,N,710.673
"82 RAILWAY ST, COTTESLOE",residential,Non Strata,1900000,2022-01-23,N,908
"86 RAILWAY ST, COTTESLOE",residential,Non Strata,4300000,2022-10-26,N,715.788
"84 RAILWAY ST, COTTESLOE",residential,Non Strata,2570000,2020-10-06,N,792
"2 GREENHAM ST, COTTESLOE",residential,Non Strata,2450000,2024-02-29,N,756.256
"2 GREENHAM ST, COTTESLOE",residential,Non Strata,1380000,2013-09-02,N,756.256
"92 RAILWAY ST, COTTESLOE",residential,Non Strata,1200000,2013-11-11,N,581.736
"90 RAILWAY ST, COTTESLOE",residential,Non Strata,1450000,2009-12-15,N,667.731
"283 CURTIN AV, COTTESLOE",residential,Non Strata,885000,2008-01-24,N,477
"18 A ELIZABETH ST, COTTESLOE",residential,Non Strata,1420000,2020-04-11,N,580
"287 CURTIN AV, COTTESLOE",residential,Non Strata,940000,2019-05-29,N,537
"7 B BALFOUR ST, COTTESLOE",residential,Strata,1750000,2023-03-19,N,477
"5 B BALFOUR ST, COTTESLOE",residential,Strata,1365000,2023-04-25,N,502
"3 A BALFOUR ST, COTTESLOE",residential,Strata,455000,2002-09-28,N,943
"7 A BALFOUR ST, COTTESLOE",residential,Strata,1020000,2012-04-02,N,398
"5 A BALFOUR ST, COTTESLOE",residential,Strata,880000,2014-06-23,N,477
"8 BALFOUR ST, COTTESLOE",residential,Strata,1090000,2017-12-14,N,895
"5 SALISBURY ST, COTTESLOE",residential,Non Strata,2200000,2007-05-07,N,900
"3 SALISBURY ST, COTTESLOE",residential,Non Strata,1070000,2002-11-23,N,895
"7 SALISBURY ST, COTTESLOE",residential,Non Strata,1670000,2011-01-17,N,449
"7 A SALISBURY ST, COTTESLOE",residential,Non Strata,1400000,2016-07-08,N,450
"9 SALISBURY ST, COTTESLOE",residential,Vacant,820000,2009-07-21,N,449
"9 A SALISBURY ST, COTTESLOE",residential,Vacant,1312000,2007-09-19,N,450
"11 SALISBURY ST, COTTESLOE",residential,Non Strata,2800000,2020-11-14,N,900
"13 A SALISBURY ST, COTTESLOE",residential,Vacant,385000,2000-12-14,N,452
