address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"13 SALISBURY ST, COTTESLOE",residential,Vacant,416000,2002-01-30,N,451
"17 A SALISBURY ST, COTTESLOE",residential,Strata,950000,2007-06-27,N,492
"15 SALISBURY ST, COTTESLOE",residential,Strata,1350000,2020-06-14,N,903
"14 B NORTH ST, COTTESLOE",residential,Strata,880000,2007-01-16,N,381
"17 SALISBURY ST, COTTESLOE",residential,Strata,1050000,2012-01-28,N,413
"14 A NORTH ST, COTTESLOE",residential,Strata,134500,1992-10-22,N,444
"493 STIRLING HWY, COTTESLOE",commercial,Non Strata,1700000,2024-04-12,N,708
"493 STIRLING HWY, COTTESLOE",commercial,Non Strata,45000,1982-05-31,N,708
"103 NAPIER ST, COTTESLOE",residential,Non Strata,2100000,2021-11-15,N,592
"105 NAPIER ST, COTTESLOE",residential,Non Strata,1375000,2010-04-21,N,445
"100 NAPIER ST, COTTESLOE",residential,Non Strata,2525000,2008-05-16,N,708.144
"104 NAPIER ST, COTTESLOE",residential,Non Strata,2850000,2022-06-08,N,708.144
"102 NAPIER ST, COTTESLOE",residential,Non Strata,465000,2001-04-17,N,708.144
"9 EDWARD ST, COTTESLOE",residential,Non Strata,1435000,2012-07-30,N,708.144
"3 EDWARD ST, COTTESLOE",residential,Non Strata,3010000,2023-05-02,N,708.144
"7 EDWARD ST, COTTESLOE",residential,Non Strata,2830000,2022-04-18,N,708.144
"5 EDWARD ST, COTTESLOE",residential,Non Strata,786000,2005-07-02,N,708.144
"8 EDWARD ST, COTTESLOE",residential,Vacant,284000,1996-02-26,N,708
"6 EDWARD ST, COTTESLOE",residential,Non Strata,1490000,2013-12-07,N,708
"4 EDWARD ST, COTTESLOE",residential,Non Strata,2300000,2019-02-13,N,708
"10 EDWARD ST, COTTESLOE",residential,Non Strata,985000,2004-05-03,N,708
"25 BOREHAM ST, COTTESLOE",residential,Non Strata,855000,2017-02-20,N,352
"23 BOREHAM ST, COTTESLOE",residential,Non Strata,3600000,2022-01-30,N,703
"24 BOREHAM ST, COTTESLOE",residential,Non Strata,550000,2016-03-21,N,710.673
"22 BOREHAM ST, COTTESLOE",residential,Non Strata,258000,1995-04-06,N,710.673
"20 BOREHAM ST, COTTESLOE",residential,Non Strata,1420000,2012-06-26,N,710.673
"18 BOREHAM ST, COTTESLOE",residential,Non Strata,1325000,2011-10-17,N,710.673
"101 ERIC ST, COTTESLOE",residential,Non Strata,1850000,2022-12-22,N,710.673
"99 ERIC ST, COTTESLOE",residential,Non Strata,2800000,2022-03-22,N,710.673
"105 ERIC ST, COTTESLOE",residential,Non Strata,340000,1996-03-30,N,710.673
"103 ERIC ST, COTTESLOE",residential,Non Strata,2500000,2019-03-08,N,710.673
"3 GREENHAM ST, COTTESLOE",residential,Non Strata,1500000,2020-02-29,N,761.315
"1 GREENHAM ST, COTTESLOE",residential,Non Strata,3725000,2021-06-27,N,761.315
"6 GREENHAM ST, COTTESLOE",residential,Non Strata,2250000,2003-07-28,N,1489
"94 A RAILWAY ST, COTTESLOE",residential,Strata,1200000,2020-09-16,N,558
"94 RAILWAY ST, COTTESLOE",residential,Strata,1710000,2024-04-20,N,395
"103 GRANT ST, COTTESLOE",residential,Non Strata,4000000,2020-08-31,N,1578.274
"289 CURTIN AV, COTTESLOE",residential,Non Strata,295000,2001-06-01,N,596
"291 B CURTIN AV, COTTESLOE",residential,Vacant,625000,2017-01-13,N,377
"293 CURTIN AV, COTTESLOE",residential,Non Strata,305000,2000-03-24,N,589
"291 A CURTIN AV, COTTESLOE",residential,Non Strata,1965000,2023-09-21,N,467
"11 A BALFOUR ST, COTTESLOE",residential,Strata,1450000,2018-11-16,N,1016.773
"9 BALFOUR ST, COTTESLOE",residential,Non Strata,2200000,2008-03-29,N,1016.773
"2 SALISBURY ST, COTTESLOE",residential,Strata,1060000,2018-03-24,N,461
"4 A SALISBURY ST, COTTESLOE",residential,Strata,20,2007-05-15,N,551
"6 SALISBURY ST, COTTESLOE",residential,Non Strata,277000,1992-08-03,N,1011.714
"4 SALISBURY ST, COTTESLOE",residential,Strata,319000,2019-03-11,N,462
"8 SALISBURY ST, COTTESLOE",residential,Non Strata,830000,2004-05-04,N,1011.714
"10 SALISBURY ST, COTTESLOE",residential,Non Strata,200000,1997-10-17,N,1011.714
"14 A SALISBURY ST, COTTESLOE",residential,Strata,555000,2003-05-24,N,431
"12 A SALISBURY ST, COTTESLOE",residential,Strata,1029000,2017-02-18,N,1011.714
"489 STIRLING HWY, COTTESLOE",residential,Non Strata,1450000,2023-09-04,N,682.853
"110 NAPIER ST, COTTESLOE",residential,Non Strata,546000,2004-03-27,N,531
"108 NAPIER ST, COTTESLOE",residential,Non Strata,1700000,2015-10-17,N,708.144
"11 EDWARD ST, COTTESLOE",residential,Non Strata,710000,2003-02-20,N,708.144
"13 EDWARD ST, COTTESLOE",residential,Non Strata,1375000,2010-12-14,N,708.144
"487 STIRLING HWY, COTTESLOE",residential,Non Strata,949000,2009-09-05,N,840
"3/15 EDWARD ST, COTTESLOE",residential,Strata,920000,2017-10-04,N,945.878
"483 A STIRLING HWY, COTTESLOE",residential,Strata,527000,2005-01-18,N,321
"14 EDWARD ST, COTTESLOE",residential,Non Strata,1600000,2012-04-04,N,572
"12 EDWARD ST, COTTESLOE",residential,Vacant,1040000,2017-10-05,N,440
"27 BOREHAM ST, COTTESLOE",residential,Non Strata,1600000,2019-02-28,N,352
"31 BOREHAM ST, COTTESLOE",residential,Non Strata,1300000,2016-11-20,N,701
"107 ERIC ST, COTTESLOE",residential,Non Strata,2200000,2023-09-13,N,710.673
"109 ERIC ST, COTTESLOE",residential,Non Strata,1400000,2014-06-15,N,710.673
"110 ERIC ST, COTTESLOE",residential,Non Strata,550000,2016-10-14,N,819.423
"1 MANN ST, COTTESLOE",residential,Strata,1750000,2018-08-14,N,796.662
"1 A MANN ST, COTTESLOE",residential,Strata,1400000,2023-12-06,N,796.662
"3 MANN ST, COTTESLOE",residential,Non Strata,620000,1996-06-22,N,791.603
"7 MANN ST, COTTESLOE",residential,Vacant,565000,2000-01-21,N,635
"5 MANN ST, COTTESLOE",residential,Non Strata,1040000,2004-07-12,N,791.603
"7 A MANN ST, COTTESLOE",residential,Vacant,440000,1998-09-18,N,635
"15 MANN ST, COTTESLOE",residential,Non Strata,855000,2002-03-09,N,791.666
"13 MANN ST, COTTESLOE",residential,Non Strata,880000,2004-04-24,N,791.666
"7 GREENHAM ST, COTTESLOE",residential,Non Strata,1750000,2012-06-10,N,761.315
"17 MANN ST, COTTESLOE",residential,Non Strata,4700000,2021-11-20,Y,791.666
"5 GREENHAM ST, COTTESLOE",residential,Non Strata,1680000,2011-12-07,N,761.315
"19 MANN ST, COTTESLOE",residential,Non Strata,4700000,2021-11-20,Y,395
"105 GRANT ST, COTTESLOE",residential,Non Strata,590000,1999-08-02,N,819.488
"23 MANN ST, COTTESLOE",residential,Non Strata,4600000,2019-03-29,Y,832.135
"25 MANN ST, COTTESLOE",residential,Non Strata,4600000,2019-03-29,Y,832.135
"104 GRANT ST, COTTESLOE",residential,Non Strata,485000,1997-09-20,Y,629.792
"106 A GRANT ST, COTTESLOE",residential,Non Strata,660000,1999-01-07,Y,303.514
"106 GRANT ST, COTTESLOE",residential,Non Strata,660000,1999-01-07,Y,607.028
"98 RAILWAY ST, COTTESLOE",residential,Vacant,1800000,2020-09-11,N,576
"13 BALFOUR ST, COTTESLOE",residential,Strata,1290000,2018-03-25,N,506
"15 BALFOUR ST, COTTESLOE",residential,Strata,1100000,2013-07-14,N,512
"14 BALFOUR ST, COTTESLOE",residential,Strata,2000000,2019-10-18,N,552
"14 B SALISBURY ST, COTTESLOE",residential,Strata,975000,2019-09-15,N,421
"10 NORTH ST, COTTESLOE",residential,Non Strata,1110000,2012-05-15,N,666
"25 ROSSER ST, COTTESLOE",residential,Non Strata,1050000,2012-11-07,N,420
"483 STIRLING HWY, COTTESLOE",residential,Strata,840000,2011-10-05,N,415
"2 GORDON ST, COTTESLOE",residential,Non Strata,1600000,2019-11-07,N,569
"16 EDWARD ST, COTTESLOE",residential,Non Strata,1180000,2019-11-24,N,558.928
"477 STIRLING HWY, COTTESLOE",residential,Non Strata,795000,2007-10-15,N,536
"479 STIRLING HWY, COTTESLOE",residential,Non Strata,1000000,2016-02-03,N,556
"471 A STIRLING HWY, COTTESLOE",residential,Strata,1375000,2023-07-28,N,596.864
"475 STIRLING HWY, COTTESLOE",residential,Non Strata,275000,2000-08-24,N,602
"35 BOREHAM ST, COTTESLOE",residential,Non Strata,1400000,2016-04-08,N,508.346
"33 BOREHAM ST, COTTESLOE",residential,Non Strata,1900000,2023-06-06,N,508.346
"471 STIRLING HWY, COTTESLOE",residential,Non Strata,515000,2004-02-09,N,596.864
"37 BOREHAM ST, COTTESLOE",residential,Non Strata,1300000,2013-12-04,N,508.346
"473 STIRLING HWY, COTTESLOE",residential,Non Strata,765000,2012-06-13,N,503.328
"2/39 BOREHAM ST, COTTESLOE",residential,Strata,1110000,2023-03-20,N,288
"32 BOREHAM ST, COTTESLOE",residential,Non Strata,2400000,2019-11-02,N,662.62
"38 BOREHAM ST, COTTESLOE",residential,Non Strata,1150000,2010-10-29,N,662.62
"36 BOREHAM ST, COTTESLOE",residential,Non Strata,1575000,2017-09-10,N,662.62
"113 ERIC ST, COTTESLOE",residential,Non Strata,1000000,2023-05-01,N,591.806
"111 ERIC ST, COTTESLOE",residential,Non Strata,425000,2000-12-08,N,591.806
"117 ERIC ST, COTTESLOE",residential,Non Strata,350000,2001-04-30,N,591.806
"114 ERIC ST, COTTESLOE",residential,Non Strata,620000,2002-11-15,N,862.418
"109 GRANT ST, COTTESLOE",residential,Non Strata,2700000,2018-05-12,N,862.486
"107 GRANT ST, COTTESLOE",residential,Non Strata,448000,1996-06-26,N,819.488
"110 GRANT ST, COTTESLOE",residential,Non Strata,24500,1991-04-20,N,768.903
"1 WILLIAM ST, COTTESLOE",residential,Vacant,1200000,2011-02-13,N,562
"39 MANN ST, COTTESLOE",residential,Non Strata,1620000,2007-08-30,N,456
"41 MANN ST, COTTESLOE",residential,Non Strata,1300000,2019-12-11,N,456
"106 RAILWAY ST, COTTESLOE",residential,Non Strata,2165000,2023-04-07,N,673
"1/39 BOREHAM ST, COTTESLOE",residential,Strata,920000,2020-12-03,N,376
"40 BOREHAM ST, COTTESLOE",residential,Non Strata,1410000,2021-12-18,N,619.675
"463 STIRLING HWY, COTTESLOE",residential,Non Strata,1020000,2011-08-12,N,768.842
"465 STIRLING HWY, COTTESLOE",residential,Non Strata,1400000,2020-08-20,N,677.848
"119 ERIC ST, COTTESLOE",residential,Non Strata,1478000,2012-11-04,N,591.806
"461 STIRLING HWY, COTTESLOE",residential,Non Strata,1050000,2019-08-12,N,502
"459 STIRLING HWY, COTTESLOE",commercial,Non Strata,1485000,2014-07-15,N,880
"121 ERIC ST, COTTESLOE",commercial,Non Strata,1350000,2017-04-01,N,819.423
"121 ERIC ST, COTTESLOE",residential,Non Strata,425000,1995-07-13,N,819.423
"120 ERIC ST, COTTESLOE",residential,Non Strata,1150000,2015-12-16,N,819.423
"118 ERIC ST, COTTESLOE",residential,Non Strata,1950000,2020-11-01,N,819.423
"4 MANN ST, COTTESLOE",residential,Non Strata,735000,1999-10-31,N,794.133
"8 MANN ST, COTTESLOE",residential,Non Strata,850000,2003-02-14,N,794.196
"14 MANN ST, COTTESLOE",residential,Non Strata,2500000,2015-07-07,N,794.196
"16 MANN ST, COTTESLOE",residential,Non Strata,460000,1995-09-23,N,794.196
"18 MANN ST, COTTESLOE",residential,Non Strata,2950000,2021-01-25,N,794.196
"20 MANN ST, COTTESLOE",residential,Non Strata,1855000,2018-11-26,N,794.196
"113 GRANT ST, COTTESLOE",residential,Non Strata,4800000,2023-06-17,Y,819.488
"113 A GRANT ST, COTTESLOE",residential,Non Strata,4800000,2023-06-17,Y,410
"30 MANN ST, COTTESLOE",residential,Vacant,1425000,2020-11-02,N,416
"32 MANN ST, COTTESLOE",residential,Vacant,1485000,2020-11-15,N,425
"111 GRANT ST, COTTESLOE",residential,Vacant,1525000,2020-08-14,N,433
"114 GRANT ST, COTTESLOE",residential,Non Strata,3340000,2022-02-25,N,635
"112 GRANT ST, COTTESLOE",residential,Non Strata,950000,2005-03-18,N,607.028
"3 WILLIAM ST, COTTESLOE",residential,Non Strata,1355000,2020-02-19,N,579
"6 WILLIAM ST, COTTESLOE",residential,Non Strata,2150000,2012-05-19,N,607
"4 WILLIAM ST, COTTESLOE",residential,Non Strata,2850000,2022-04-16,N,607
"8 WILLIAM ST, COTTESLOE",residential,Non Strata,2150000,2018-05-03,N,607
"1 A MELVILLE ST, COTTESLOE",residential,Non Strata,175000,1989-04-06,N,584
"108 RAILWAY ST, COTTESLOE",residential,Non Strata,2165000,2021-05-15,N,761
"34 MANN ST, COTTESLOE",residential,Strata,1600000,2021-05-19,N,966
"112 RAILWAY ST, COTTESLOE",residential,Non Strata,1550000,2018-05-05,N,587
"L85 AVONMORE TCE, COTTESLOE",residential,Vacant,12500,2016-10-24,N,162
"11/6 MCNAMARA WAY, COTTESLOE",residential,Strata,440000,2023-04-15,N,1897
"8/6 MCNAMARA WAY, COTTESLOE",residential,Strata,500000,2024-03-13,N,1897
"457 F STIRLING HWY, COTTESLOE",commercial,Non Strata,69000,2001-01-22,N,69
"2/451 STIRLING HWY, COTTESLOE",residential,Strata,600000,2024-02-11,N,1409
"6/12 MCNAMARA WAY, COTTESLOE",residential,Strata,615000,2024-06-05,N,1669
"8/12 MCNAMARA WAY, COTTESLOE",residential,Strata,542000,2023-05-19,N,1669
"3/451 STIRLING HWY, COTTESLOE",residential,Strata,450000,2021-07-14,N,1409
"20 MCNAMARA WAY, COTTESLOE",residential,Strata,1031000,2017-12-15,N,161
"5/3 CLIVE RD, COTTESLOE",residential,Vacant,1400000,2007-01-12,N,139
"22 MCNAMARA WAY, COTTESLOE",residential,Strata,1540000,2022-11-25,N,194
"5 CLIVE RD, COTTESLOE",residential,Strata,1015000,2019-07-28,N,137
"6/3 CLIVE RD, COTTESLOE",residential,Strata,1450000,2023-07-21,N,139
"7 CLIVE RD, COTTESLOE",residential,Strata,1150000,2010-07-01,N,138
"1/3 CLIVE RD, COTTESLOE",residential,Strata,1385000,2022-04-05,N,151
"28 MCNAMARA WAY, COTTESLOE",residential,Non Strata,1820000,2022-06-17,N,350
"24 MCNAMARA WAY, COTTESLOE",residential,Strata,1395000,2010-03-18,N,168
"2/3 CLIVE RD, COTTESLOE",residential,Strata,950000,2019-07-01,N,144
"4 CLIVE RD, COTTESLOE",residential,Non Strata,275000,1995-08-09,N,966
"3/3 CLIVE RD, COTTESLOE",residential,Strata,1450000,2023-05-26,N,142
"26 MCNAMARA WAY, COTTESLOE",residential,Strata,1528000,2021-01-22,N,204
"30 MCNAMARA WAY, COTTESLOE",residential,Vacant,175000,1996-08-27,N,368
"32 MCNAMARA WAY, COTTESLOE",residential,Non Strata,1306000,2012-06-30,N,351
"34 MCNAMARA WAY, COTTESLOE",residential,Non Strata,1505000,2022-12-22,N,334
"5 JOINERY WAY, COTTESLOE",commercial,Non Strata,1600000,2022-10-04,Y,430
"5 JOINERY WAY, COTTESLOE",commercial,Non Strata,1600000,2022-10-04,Y,134
"115 GRANT ST, COTTESLOE",residential,Non Strata,8550000,2024-06-08,N,1442
"115 GRANT ST, COTTESLOE",residential,Non Strata,5500000,2017-12-10,N,1442
"117 GRANT ST, COTTESLOE",residential,Non Strata,1680000,2004-09-10,N,1442
"119 GRANT ST, COTTESLOE",residential,Non Strata,3310000,2014-07-01,N,1442
"116 GRANT ST, COTTESLOE",residential,Non Strata,1230000,2004-03-23,N,809.371
"14 WILLIAM ST, COTTESLOE",residential,Non Strata,950000,2003-12-24,Y,607
"14 WILLIAM ST, COTTESLOE",residential,Non Strata,950000,2003-12-24,Y,35
"1 MELVILLE ST, COTTESLOE",residential,Non Strata,1775000,2020-09-13,N,536
"5 MELVILLE ST, COTTESLOE",residential,Non Strata,1350000,2019-05-18,N,536
"3 MELVILLE ST, COTTESLOE",residential,Non Strata,350000,1996-02-23,N,536
"3 SEA VIEW TCE, COTTESLOE",residential,Non Strata,1650000,2015-07-13,N,611
"1 SEA VIEW TCE, COTTESLOE",residential,Non Strata,2830000,2023-10-24,N,586.794
"1 SEA VIEW TCE, COTTESLOE",residential,Non Strata,436000,1994-10-17,N,586.794
"114 RAILWAY ST, COTTESLOE",residential,Non Strata,1100000,2008-01-15,N,501
"116 RAILWAY ST, COTTESLOE",residential,Non Strata,1300000,2007-10-02,N,567
"5 SEA VIEW TCE, COTTESLOE",residential,Non Strata,1645000,2014-11-29,N,540
"7 JOINERY WAY, COTTESLOE",residential,Vacant,280000,2000-04-19,N,374
"443 STIRLING HWY, COTTESLOE",commercial,Non Strata,3700000,2021-01-07,N,2067
"9 CLIVE RD, COTTESLOE",residential,Strata,1150000,2011-10-04,N,136
"11 CLIVE RD, COTTESLOE",residential,Strata,1440000,2022-10-21,N,182
"6 CLIVE RD, COTTESLOE",residential,Strata,2000000,2021-11-13,N,864
"8 CLIVE RD, COTTESLOE",residential,Strata,1395000,2013-07-01,N,603
"123 GRANT ST, COTTESLOE",residential,Non Strata,1375000,2014-01-09,N,1442
"121 GRANT ST, COTTESLOE",residential,Non Strata,1175000,2000-10-18,N,1442
"22 WILLIAM ST, COTTESLOE",residential,Non Strata,3200000,2012-05-28,N,607
"16 WILLIAM ST, COTTESLOE",residential,Non Strata,3380000,2023-08-29,N,607
"7 MELVILLE ST, COTTESLOE",residential,Non Strata,1800000,2016-07-19,N,536
"13 MELVILLE ST, COTTESLOE",residential,Non Strata,3175000,2024-02-29,N,536
"13 MELVILLE ST, COTTESLOE",residential,Non Strata,1950000,2019-08-25,N,536
"11 MELVILLE ST, COTTESLOE",residential,Non Strata,1502101,2020-06-05,N,536
"4 SEA VIEW TCE, COTTESLOE",residential,Non Strata,3350000,2020-08-31,N,612.087
"2 SEA VIEW TCE, COTTESLOE",residential,Non Strata,2010000,2016-11-17,N,612.087
"8 SEA VIEW TCE, COTTESLOE",residential,Non Strata,1700000,2018-11-26,N,612.087
"10 SEA VIEW TCE, COTTESLOE",residential,Non Strata,510000,2001-10-13,N,612.087
"124 RAILWAY ST, COTTESLOE",residential,Non Strata,1800000,2010-05-04,N,728.434
"122 RAILWAY ST, COTTESLOE",residential,Non Strata,1900000,2010-04-27,N,657.614
"12 SEA VIEW TCE, COTTESLOE",residential,Non Strata,565000,2002-12-31,N,506
"3 CONGDON ST, COTTESLOE",residential,Non Strata,1080000,2005-04-25,N,888
"7 CONGDON ST, COTTESLOE",residential,Non Strata,1900000,2017-10-10,N,888
"5 CONGDON ST, COTTESLOE",residential,Non Strata,800000,2002-04-03,N,888
"9 CONGDON ST, COTTESLOE",residential,Non Strata,3500000,2019-08-06,N,787
"11 A CONGDON ST, COTTESLOE",residential,Non Strata,3300000,2015-11-12,Y,215
"11 CONGDON ST, COTTESLOE",residential,Non Strata,3300000,2015-11-12,Y,1012
"13 CONGDON ST, COTTESLOE",residential,Non Strata,688000,2001-09-22,N,1012
"15 CONGDON ST, COTTESLOE",residential,Strata,2575000,2018-03-24,N,772
"125 GRANT ST, COTTESLOE",residential,Strata,1810000,2019-11-15,N,240
"15 CONGDON ST, COTTESLOE",residential,Non Strata,1115000,2004-10-28,N,1012
"28 WILLIAM ST, COTTESLOE",residential,Vacant,560000,2002-05-18,N,411
"23 CONGDON ST, COTTESLOE",residential,Non Strata,1760000,2011-10-05,Y,405
"27 CONGDON ST, COTTESLOE",residential,Non Strata,3200000,2016-11-12,N,807
"25 CONGDON ST, COTTESLOE",residential,Non Strata,2210000,2014-11-18,Y,266
"23 CONGDON ST, COTTESLOE",residential,Non Strata,1760000,2011-10-05,Y,200
"25 CONGDON ST, COTTESLOE",residential,Non Strata,2210000,2014-11-18,Y,539
"31 CONGDON ST, COTTESLOE",residential,Non Strata,390000,1996-02-24,N,612.087
"29 CONGDON ST, COTTESLOE",residential,Non Strata,925000,2003-04-05,N,612.087
"37 CONGDON ST, COTTESLOE",residential,Non Strata,2120000,2021-09-29,N,612.087
"35 CONGDON ST, COTTESLOE",residential,Non Strata,580000,1999-02-23,N,612.087
"33 CONGDON ST, COTTESLOE",residential,Non Strata,635000,2001-01-23,N,612.087
"126 RAILWAY ST, COTTESLOE",residential,Vacant,3600000,2020-07-08,N,1476
"41 CONGDON ST, COTTESLOE",residential,Non Strata,1470000,2007-08-06,N,612.087
"39 CONGDON ST, COTTESLOE",residential,Non Strata,2205000,2022-10-20,N,612.087
"28 ROSSER ST, COTTESLOE",residential,Non Strata,450000,2002-02-23,N,420
"10 L MACARTHUR ST, COTTESLOE",residential,Non Strata,550000,1992-01-20,Y,30
"16 C PRINCES ST, COTTESLOE",residential,Non Strata,1680000,2013-12-15,Y,3
"15 BEACH ST, COTTESLOE",residential,Non Strata,272000,1988-09-05,Y,2
"38 C MARINE PDE, COTTESLOE",residential,Non Strata,4300000,2020-10-03,N,280
"42 C MARINE PDE, COTTESLOE",residential,Strata,5600000,2023-09-01,N,713
"42 C MARINE PDE, COTTESLOE",residential,Strata,3000000,2019-05-29,N,713
"44 MARINE PDE, COTTESLOE",residential,Non Strata,5760000,2011-11-20,N,823
"48 MARINE PDE, COTTESLOE",residential,Non Strata,5160000,2018-07-03,N,688
"46 A MARINE PDE, COTTESLOE",residential,Strata,1730000,2016-12-08,N,688
"50 MARINE PDE, COTTESLOE",residential,Non Strata,10220000,2014-02-25,Y,994
"50 MARINE PDE, COTTESLOE",residential,Non Strata,10220000,2014-02-25,Y,388
"54 A MARINE PDE, COTTESLOE",residential,Vacant,350000,1993-12-06,N,546
"3/58 MARINE PDE, COTTESLOE",residential,Strata,990000,2023-04-01,N,1012
"60 MARINE PDE, COTTESLOE",residential,Non Strata,5470000,2021-02-19,N,582
"7/58 MARINE PDE, COTTESLOE",residential,Strata,1920000,2024-03-03,N,1012
"60 A MARINE PDE, COTTESLOE",residential,Non Strata,5100000,2020-11-02,N,452
"4/62 MARINE PDE, COTTESLOE",residential,Strata,3350000,2019-06-21,N,911
"66 MARINE PDE, COTTESLOE",residential,Vacant,6312500,2023-11-29,Y,727
"66 MARINE PDE, COTTESLOE",residential,Non Strata,5500000,2020-06-04,N,727
"2 SALVADO ST, COTTESLOE",residential,Non Strata,15600000,2022-07-25,N,1492
"5/76 MARINE PDE, COTTESLOE",residential,Strata,2055000,2022-04-26,N,1389
"1/76 MARINE PDE, COTTESLOE",residential,Strata,2000000,2023-12-22,N,1389
"2/76 MARINE PDE, COTTESLOE",residential,Strata,2000000,2023-12-22,N,1389
"72 MARINE PDE, COTTESLOE",residential,Non Strata,6000000,2018-03-22,N,905
"1/74 MARINE PDE, COTTESLOE",residential,Strata,791000,2014-04-12,N,911
"78 C MARINE PDE, COTTESLOE",residential,Strata,12000,2003-06-27,N,1214
"2/80 MARINE PDE, COTTESLOE",residential,Strata,2300000,2020-03-05,N,356
"84 MARINE PDE, COTTESLOE",residential,Non Strata,3000000,2011-04-26,N,300
"86 MARINE PDE, COTTESLOE",residential,Non Strata,800000,2014-02-04,N,1912
"86 MARINE PDE, COTTESLOE",residential,Non Strata,195000,1998-03-05,N,1912
"84 B MARINE PDE, COTTESLOE",residential,Non Strata,2325000,2001-11-17,N,510
"13/86 MARINE PDE, COTTESLOE",residential,Strata,1100000,2023-03-29,N,1912
"84 A MARINE PDE, COTTESLOE",residential,Non Strata,2900000,2016-02-24,N,300
"2/8 AVONMORE TCE, COTTESLOE",residential,Non Strata,1125000,2004-06-06,Y,3
"20 MARINE PDE, COTTESLOE",residential,Non Strata,3500000,2006-11-09,Y,395
"22 MARINE PDE, COTTESLOE",residential,Non Strata,6200000,2022-05-17,N,587
"28 MARINE PDE, COTTESLOE",residential,Non Strata,795000,1996-01-11,Y,397
"28 A MARINE PDE, COTTESLOE",residential,Vacant,795000,1996-01-11,Y,397
"30 MARINE PDE, COTTESLOE",residential,Non Strata,5200000,2011-09-08,N,397
"32 MARINE PDE, COTTESLOE",residential,Non Strata,2700000,2013-11-18,N,397
"1 D WARTON ST, COTTESLOE",residential,Non Strata,10000000,2024-03-15,N,707
"1 D WARTON ST, COTTESLOE",residential,Non Strata,6000000,2018-01-06,N,707
